0.7669221479034963
index,x,y,z,length,width,height
1,0,0,0,27,37,78
2,0,0,78,41,84,90
3,0,37,0,27,37,78
4,0,74,0,25,89,70
5,0,84,70,27,37,78
6,0,121,70,27,37,78
7,41,0,1,41,84,90
8,27,84,1,25,70,89
9,52,84,1,25,70,89
10,27,84,90,27,37,78
11,27,154,1,25,70,89
12,82,0,1,41,84,90
13,77,84,1,25,70,89
14,52,154,1,25,70,89
15,54,84,90,27,37,78
16,77,154,1,25,70,89
17,123,0,1,41,84,90
18,102,84,1,41,84,90
19,27,121,90,27,37,78
20,54,121,90,27,37,78
21,0,158,70,27,37,78
22,164,0,1,41,84,90
23,143,84,1,25,70,89
24,102,168,1,84,41,90
25,168,84,1,25,70,89
26,205,0,1,41,84,90
27,143,84,90,27,37,78
28,193,84,1,41,84,90
29,246,0,1,25,70,89
30,234,84,1,27,37,78
31,186,168,1,84,41,90
32,271,0,1,41,84,90
33,234,84,79,27,37,78
34,261,84,1,27,37,78
35,261,84,79,25,70,89
36,312,0,1,41,84,90
37,286,84,79,27,37,78
38,353,0,1,41,84,90
39,288,84,1,25,89,70
40,313,84,1,25,70,89
41,313,84,90,27,37,78
42,338,84,1,25,70,89
43,270,173,1,84,41,90
44,363,84,1,25,70,89
45,354,154,1,25,70,89
46,394,0,1,25,70,89
47,340,84,90,27,37,78
48,394,70,1,25,70,89
49,388,140,1,25,70,89
50,367,84,90,27,37,78
51,143,121,90,27,37,78
52,234,121,1,27,37,78
53,419,0,1,41,84,90
54,419,84,1,25,70,89
55,460,0,1,41,84,90
56,394,84,90,27,37,78
57,421,84,90,27,37,78
58,444,84,1,27,37,78
59,444,121,1,41,84,90
60,413,154,1,25,70,89
61,448,84,79,27,37,78
62,501,0,1,41,84,90
63,485,84,1,41,84,90
64,542,0,1,41,84,90
65,526,84,1,27,37,78
66,526,84,79,25,70,89
67,485,168,1,84,41,90
68,0,0,168,84,90,41
69,0,90,168,84,90,41
70,84,0,168,84,90,41
71,41,0,91,89,25,70
72,130,0,91,27,78,37
73,41,25,91,89,25,70
74,41,50,91,89,25,70
75,84,90,168,84,90,41
76,168,0,168,84,90,41
77,130,0,128,89,70,25
78,168,90,168,84,90,41
79,157,0,91,89,70,25
80,219,0,116,27,78,37
81,81,75,91,25,89,70
82,170,70,91,25,89,70
83,27,158,90,27,37,78
84,54,158,90,27,37,78
85,81,164,91,89,25,70
86,170,159,91,78,27,37
87,81,189,91,84,41,90
88,170,159,128,78,27,37
89,170,186,91,70,25,89
90,0,180,168,78,27,37
91,0,195,1,27,37,78
92,0,195,79,27,37,78
93,27,195,90,27,37,78
94,252,0,168,84,90,41
95,246,0,91,89,25,70
96,252,90,168,84,90,41
97,240,186,91,84,41,90
98,246,25,91,78,27,37
99,246,25,128,78,27,37
100,246,52,91,78,27,37
101,246,52,128,78,27,37
102,336,0,168,70,89,25
103,335,0,91,27,78,37
104,336,89,168,70,89,25
105,335,0,128,27,78,37
106,362,0,91,27,78,37
107,362,0,128,27,78,37
108,234,121,79,27,37,78
109,261,121,1,27,37,78
110,286,121,90,89,25,70
111,375,121,90,27,37,78
112,286,146,90,37,27,78
113,323,146,90,37,27,78
114,360,158,90,27,37,78
115,406,0,168,84,90,41
116,389,0,91,27,78,37
117,406,90,168,84,90,41
118,389,0,128,89,70,25
119,490,0,168,84,90,41
120,416,0,91,27,78,37
121,490,90,168,84,90,41
122,336,0,193,70,89,25
123,443,0,91,27,78,37
124,470,0,91,89,70,25
125,478,0,116,27,78,37
126,505,0,116,27,78,37
127,532,0,116,27,78,37
128,559,0,91,27,78,37
129,551,78,91,25,89,70
130,475,78,91,25,89,70
131,559,0,128,27,78,37
132,500,78,91,25,89,70
133,553,84,1,25,70,89
134,336,89,193,70,89,25
135,402,121,90,27,37,78
136,429,121,91,25,89,70
137,454,167,91,89,25,70
138,454,192,91,84,41,90
139,526,121,1,27,37,78
140,387,158,90,27,37,78
141,78,180,181,78,27,37
142,156,180,181,78,27,37
143,234,180,181,78,27,37
144,312,180,181,78,27,37
