0.7599848718594652
index,x,y,z,length,width,height
1,0,0,0,62,70,95
2,0,70,0,21,25,49
3,0,0,95,26,49,111
4,26,0,95,62,70,95
5,62,0,0,21,25,49
6,0,70,49,62,70,95
7,0,140,1,64,76,103
8,0,70,144,41,51,60
9,0,140,104,62,70,95
10,21,70,0,51,60,41
11,88,0,1,62,70,95
12,88,0,96,62,70,95
13,62,0,49,21,49,25
14,62,70,41,26,49,111
15,62,70,152,26,111,49
16,64,130,1,64,76,103
17,72,70,0,51,60,41
18,150,0,1,62,70,95
19,150,0,96,62,70,95
20,128,70,1,64,76,103
21,88,70,104,62,70,95
22,150,70,104,62,70,95
23,62,0,74,25,49,21
24,62,140,104,111,49,26
25,128,146,1,62,70,95
26,212,0,1,62,70,95
27,212,0,96,21,25,49
28,192,70,1,64,76,103
29,190,146,1,64,76,103
30,212,0,145,21,25,49
31,274,0,1,64,76,103
32,233,0,104,26,111,49
33,256,76,1,64,76,103
34,233,0,153,21,25,49
35,259,0,104,41,51,60
36,259,51,104,41,51,60
37,254,152,1,64,76,103
38,300,0,104,21,25,49
39,300,0,153,26,111,49
40,338,0,1,64,76,103
41,321,0,104,26,111,49
42,320,76,1,64,76,103
43,318,152,1,64,76,103
44,326,0,153,26,111,49
45,347,0,104,21,25,49
46,347,25,104,51,60,41
47,347,85,104,51,60,41
48,402,0,1,64,76,103
49,398,0,104,62,70,95
50,398,70,104,62,70,95
51,352,0,153,21,25,49
52,384,76,1,64,76,103
53,212,111,104,62,70,95
54,368,0,104,21,25,49
55,382,152,1,64,76,103
56,274,111,104,62,70,95
57,398,140,104,41,51,60
58,466,0,1,64,76,103
59,460,0,104,41,51,60
60,352,25,145,26,111,49
61,460,51,104,62,70,95
62,448,76,1,62,70,95
63,373,0,153,21,25,49
64,448,146,1,64,76,103
65,62,181,130,111,26,49
66,62,181,179,111,49,26
67,460,121,104,62,70,95
68,510,76,1,76,64,103
69,501,0,104,41,51,60
70,173,181,104,111,26,49
71,512,140,1,64,76,103
72,530,0,1,21,25,49
73,530,0,50,21,25,49
74,542,0,99,21,25,49
75,530,25,1,41,51,60
76,522,51,104,64,76,103
77,522,127,104,62,70,95
78,26,0,191,111,49,26
79,254,0,164,41,60,51
80,460,0,164,111,26,49
81,137,0,191,21,49,25
82,336,145,104,26,49,111
83,158,0,191,21,49,25
84,362,140,164,41,60,51
85,173,181,153,111,26,49
86,179,0,191,21,49,25
87,200,0,194,21,49,25
88,394,0,199,25,49,21
89,403,140,164,41,60,51
90,284,181,104,41,51,60
91,362,191,104,51,41,60
92,413,191,104,51,41,60
93,419,0,199,25,49,21
94,464,191,104,49,26,111
95,551,0,1,21,25,49
