0.696740437400007
index,x,y,z,length,width,height
1,0,0,0,33,92,113
2,0,92,0,33,64,92
3,0,156,0,29,33,57
4,0,0,113,39,119,59
5,33,0,0,33,92,113
6,66,0,0,35,45,75
7,39,0,113,29,33,57
8,66,0,75,29,57,33
9,95,0,75,33,64,92
10,101,0,0,30,99,37
11,101,0,37,45,75,35
12,128,0,72,29,33,57
13,39,33,113,39,119,59
14,131,0,0,29,57,33
15,146,0,33,29,57,33
16,157,0,66,49,52,54
17,128,0,129,30,99,37
18,158,0,120,92,113,33
19,160,0,0,37,52,28
20,175,0,28,37,52,28
21,206,0,56,30,99,37
22,236,0,1,33,92,64
23,236,0,65,29,57,33
24,265,0,65,49,52,54
25,269,0,1,39,119,59
26,308,0,1,33,92,64
27,197,0,0,37,52,28
28,250,0,119,28,37,52
29,314,0,65,33,64,92
30,341,0,1,29,33,57
31,347,0,58,30,37,99
32,370,0,1,49,52,54
33,278,0,119,28,37,52
34,377,0,55,29,33,57
35,377,0,112,49,52,54
36,406,0,55,64,92,33
37,419,0,1,35,75,45
38,454,0,1,92,113,33
39,426,0,88,39,119,59
40,465,0,88,35,45,75
41,470,0,34,37,52,28
42,507,0,34,30,37,99
43,537,0,34,28,37,52
44,537,0,86,49,52,54
45,347,37,55,59,119,39
46,507,37,34,64,92,33
47,66,45,0,35,45,75
48,347,52,94,39,119,59
49,546,0,1,37,52,28
50,146,57,1,39,119,59
51,146,57,60,39,119,59
52,500,0,133,30,99,37
53,265,52,65,33,64,92
54,470,52,34,33,64,92
55,185,52,0,35,75,45
56,341,52,1,35,75,45
57,503,37,67,29,33,57
58,78,64,75,33,64,92
59,376,52,1,29,57,33
60,386,52,94,29,33,57
61,298,64,65,33,64,92
62,532,52,67,28,37,52
63,532,52,119,28,37,52
64,465,45,126,30,99,37
65,33,92,0,33,92,113
66,546,52,1,37,99,30
67,66,99,0,39,119,59
68,376,113,1,92,113,33
69,111,64,72,35,75,45
70,236,57,65,28,37,52
71,503,89,67,49,52,54
72,386,85,94,35,45,75
73,552,89,67,30,37,99
74,465,116,34,33,113,92
75,105,99,0,35,75,45
76,185,99,45,39,119,59
77,236,92,1,33,92,64
78,498,141,1,39,59,119
79,269,119,1,35,75,45
80,304,119,1,35,75,45
81,406,92,34,37,99,30
82,224,113,65,33,64,92
83,111,99,117,30,99,37
84,421,119,64,35,45,75
85,552,126,67,35,45,75
86,185,127,0,35,75,45
87,224,194,1,92,33,113
88,468,113,1,29,57,33
89,257,128,65,49,52,54
90,339,127,1,35,75,45
91,306,128,46,35,45,75
92,0,189,0,59,39,119
93,374,191,34,59,39,119
94,495,99,126,30,99,37
95,78,128,59,33,64,92
96,0,119,92,29,33,57
97,498,200,1,64,33,92
98,0,0,172,92,113,33
99,530,0,140,49,52,54
100,92,0,167,29,57,33
101,158,0,153,35,75,45
102,306,0,166,119,59,39
103,193,0,153,35,75,45
104,141,113,119,49,52,54
105,257,128,119,49,52,54
106,306,59,169,92,113,33
107,121,0,167,30,99,37
108,425,0,166,59,119,39
109,158,75,153,99,30,37
110,190,113,104,28,37,52
111,421,119,163,119,59,39
112,0,113,172,64,92,33
113,64,113,173,92,113,33
114,156,105,173,92,113,33
115,228,0,171,28,52,37
116,256,0,171,28,52,37
117,248,180,114,119,39,59
118,484,52,171,52,54,49
119,257,52,157,35,75,45
120,484,0,170,28,52,37
121,536,52,171,28,52,37
122,540,126,142,35,45,75
123,248,127,173,35,75,45
124,111,174,1,30,37,99
125,141,165,119,49,52,54
126,386,130,94,29,33,57
127,456,144,126,29,57,33
128,540,171,93,35,45,75
129,367,178,153,75,35,45
130,0,152,113,75,35,45
131,190,150,104,29,33,57
132,92,57,167,28,37,52
133,341,156,46,57,29,33
134,468,170,1,29,57,33
135,540,171,168,29,57,33
136,485,198,126,45,35,75
137,141,176,1,29,33,57
138,141,176,58,29,33,57
139,190,183,104,29,33,57
140,316,185,46,29,33,57
141,306,128,121,28,52,37
142,345,185,46,28,37,52
143,433,191,34,28,37,52
144,59,192,59,30,37,99
145,248,202,173,52,28,37
146,300,172,173,57,29,33
147,300,201,173,52,28,37
