0.7325322818965477
index,x,y,z,length,width,height
1,0,0,0,36,54,94
2,0,54,0,36,54,94
3,0,0,94,54,58,109
4,54,0,1,72,80,100
5,54,0,101,22,54,91
6,76,0,101,30,55,94
7,54,55,101,43,77,87
8,97,55,101,22,54,91
9,0,58,94,22,54,91
10,22,58,94,22,54,91
11,36,80,1,43,77,87
12,79,80,1,43,77,87
13,0,112,88,54,58,109
14,0,108,0,36,40,83
15,54,132,88,72,80,100
16,0,170,1,22,54,91
17,0,170,92,30,55,94
18,22,157,1,77,43,87
19,126,0,1,72,80,100
20,106,0,101,22,54,91
21,128,0,101,39,54,88
22,119,54,101,39,54,88
23,122,80,1,54,109,58
24,158,54,101,39,54,88
25,126,108,59,39,54,88
26,126,162,59,54,58,109
27,198,0,1,43,77,87
28,198,0,88,43,77,87
29,198,77,1,43,77,87
30,198,77,88,36,54,94
31,241,0,1,72,80,100
32,241,0,101,39,54,88
33,241,54,101,72,80,100
34,241,80,1,30,55,94
35,271,80,1,30,55,94
36,241,135,1,54,58,109
37,180,154,1,54,58,109
38,313,0,1,72,80,100
39,280,0,101,36,54,94
40,301,80,1,54,109,58
41,316,0,101,43,77,87
42,167,0,101,22,54,91
43,313,77,101,36,54,94
44,359,0,101,22,54,91
45,349,77,101,36,54,94
46,313,131,59,43,77,87
47,313,131,146,39,88,54
48,176,80,1,22,54,91
49,385,0,1,54,58,109
50,385,58,1,54,58,109
51,381,0,110,43,77,87
52,356,116,1,43,77,87
53,399,116,1,22,54,91
54,385,116,92,22,54,91
55,407,116,92,30,55,94
56,180,131,110,39,54,88
57,399,170,1,39,54,88
58,180,185,110,54,39,88
59,234,134,110,77,43,87
60,352,131,146,30,94,55
61,301,80,59,83,36,40
62,234,177,110,39,54,88
63,439,0,1,72,80,100
64,439,80,1,54,58,109
65,439,0,101,72,80,100
66,438,138,1,72,80,100
67,437,138,101,72,80,100
68,437,80,110,22,54,91
69,511,0,1,72,80,100
70,493,80,1,54,58,109
71,511,0,101,43,77,87
72,547,80,1,30,55,94
73,459,80,110,39,54,88
74,498,80,110,77,43,87
75,509,138,101,39,54,88
76,510,138,1,39,54,88
77,554,0,101,22,54,91
78,548,123,95,22,54,91
79,549,135,1,36,54,94
80,273,177,110,36,54,94
81,119,54,189,55,94,30
82,54,0,195,91,54,22
83,548,177,95,36,40,83
84,510,192,1,54,39,88
85,509,192,101,36,40,83
86,234,193,1,54,36,94
87,288,193,1,94,36,54
88,54,109,188,55,94,30
