0.7620879226789836
index,x,y,z,length,width,height
1,0,0,0,56,61,106
2,0,61,0,56,61,106
3,0,122,0,27,81,97
4,56,0,0,35,56,100
5,27,122,0,56,61,106
6,56,56,0,26,30,101
7,27,183,0,56,35,100
8,91,0,0,56,61,106
9,83,61,0,39,78,102
10,0,0,106,36,46,113
11,36,0,106,40,50,91
12,0,46,106,36,46,113
13,36,50,106,39,78,102
14,0,92,106,27,81,97
15,27,128,106,40,50,91
16,76,0,106,27,81,97
17,1,178,106,42,50,66
18,75,81,102,26,30,101
19,103,0,106,56,61,106
20,103,61,102,56,61,106
21,122,61,0,36,113,46
22,83,122,102,56,61,106
23,1,178,172,66,50,42
24,83,139,0,39,78,102
25,159,0,1,27,81,97
26,122,61,46,36,113,46
27,139,122,92,42,50,66
28,139,122,158,40,91,50
29,159,0,98,26,30,101
30,186,0,1,39,78,102
31,185,0,103,36,46,113
32,159,46,103,40,50,91
33,186,78,1,39,78,102
34,181,156,1,36,46,113
35,225,0,1,27,81,97
36,199,46,103,40,50,91
37,181,96,103,40,50,91
38,252,0,1,39,78,102
39,239,0,103,27,81,97
40,225,81,1,42,50,66
41,225,81,67,46,113,36
42,158,81,1,26,30,101
43,239,81,103,35,56,100
44,221,137,103,36,46,113
45,257,137,103,27,81,97
46,225,131,1,40,91,50
47,139,172,92,42,50,66
48,56,86,0,26,30,101
49,181,146,114,40,50,91
50,67,183,102,36,46,113
51,291,0,1,56,61,106
52,266,0,107,42,50,66
53,266,0,173,50,66,42
54,308,0,107,36,113,46
55,291,61,1,56,61,106
56,284,122,1,56,61,106
57,284,113,107,35,56,100
58,284,169,107,40,50,91
59,347,0,1,39,78,102
60,316,0,153,50,91,40
61,316,0,193,30,101,26
62,319,113,107,40,50,91
63,344,0,107,26,101,30
64,340,122,1,42,50,66
65,271,183,1,78,39,102
66,324,163,107,35,56,100
67,346,0,193,30,101,26
68,347,78,1,26,30,101
69,122,174,0,40,50,91
70,181,196,114,56,35,100
71,386,0,1,35,56,100
72,370,0,103,42,50,66
73,376,0,169,30,101,26
74,370,50,103,42,50,66
75,370,100,102,40,91,50
76,421,0,1,56,61,106
77,412,0,107,39,78,102
78,410,61,1,39,78,102
79,412,78,103,42,50,66
80,406,78,169,42,66,50
81,410,128,103,40,91,50
82,103,183,102,36,46,113
83,410,139,1,39,78,102
84,359,101,152,42,66,50
85,359,167,152,42,50,66
86,451,0,107,26,30,101
87,451,30,107,26,30,101
88,477,0,1,56,61,106
89,477,0,107,56,61,106
90,449,61,1,39,78,102
91,454,61,103,56,61,106
92,488,61,1,42,50,66
93,488,111,1,39,78,102
94,454,122,103,40,50,91
95,382,78,1,27,81,97
96,450,172,103,56,61,106
97,449,139,1,35,56,100
98,349,172,1,56,35,100
99,510,61,103,56,61,106
100,533,0,1,36,46,113
101,533,0,114,40,50,91
102,533,46,1,26,30,101
103,527,111,1,56,106,61
104,494,122,103,42,50,66
105,536,122,62,39,78,102
106,449,195,1,56,35,100
107,494,122,169,66,42,50
108,559,46,1,26,30,101
109,530,76,1,26,30,101
110,556,76,1,26,30,101
