0.7459861905866542
index,x,y,z,length,width,height
1,0,0,0,40,50,91
2,0,50,0,40,50,91
3,0,100,0,35,54,80
4,0,0,91,56,63,97
5,0,100,80,56,61,106
6,0,161,1,26,30,101
7,0,191,1,46,36,113
8,40,0,0,36,113,46
9,40,0,46,50,91,40
10,56,0,86,39,67,85
11,76,0,0,36,113,46
12,90,0,46,48,61,30
13,95,0,76,27,81,97
14,122,0,76,56,61,106
15,178,0,1,58,63,103
16,112,0,0,48,61,30
17,236,0,1,27,81,97
18,236,0,98,39,67,85
19,178,0,104,30,48,61
20,263,0,1,56,63,97
21,275,0,98,30,48,61
22,319,0,1,56,63,97
23,375,0,1,58,63,103
24,433,0,1,56,61,106
25,305,0,98,64,68,71
26,369,0,104,30,48,61
27,399,0,107,42,50,66
28,489,0,1,36,46,113
29,525,0,1,39,78,102
30,112,61,0,40,91,50
31,441,0,107,41,57,75
32,122,61,50,56,63,97
33,525,0,103,35,54,80
34,482,0,114,30,48,61
35,433,61,1,56,61,106
36,489,46,1,35,54,80
37,178,63,1,40,50,91
38,489,54,103,39,67,85
39,122,61,147,26,101,30
40,148,61,147,26,101,30
41,263,63,1,35,100,56
42,178,48,104,42,50,66
43,298,63,1,56,63,97
44,354,63,1,36,113,46
45,275,48,98,30,48,61
46,524,78,1,58,103,63
47,305,68,98,64,68,71
48,369,50,104,41,57,75
49,528,54,103,35,54,80
50,410,57,107,41,57,75
51,390,63,1,27,81,97
52,56,67,86,39,78,102
53,220,67,98,39,67,85
54,451,57,107,30,48,61
55,178,113,1,40,50,91
56,95,81,50,27,81,97
57,524,78,64,56,100,35
58,354,63,47,36,113,46
59,417,122,1,56,61,106
60,218,81,1,27,81,97
61,0,63,91,54,35,80
62,178,98,98,42,50,66
63,528,108,99,39,67,85
64,46,113,0,36,113,46
65,369,107,98,41,57,75
66,489,100,1,35,54,80
67,122,124,50,35,100,56
68,122,124,106,56,100,35
69,298,126,1,56,63,97
70,489,121,99,39,67,85
71,152,61,0,26,101,30
72,157,163,1,56,63,97
73,56,145,46,39,78,102
74,220,134,98,39,67,85
75,410,114,107,42,50,66
76,259,136,98,58,63,103
77,95,61,177,78,102,39
78,275,0,169,57,75,41
79,56,0,182,113,46,36
80,332,1,179,56,100,35
81,213,163,1,56,63,97
82,317,164,98,58,63,103
83,317,101,179,75,57,41
84,392,114,173,67,85,39
85,56,145,148,39,85,67
86,178,148,98,39,78,102
87,354,183,1,67,39,85
88,0,0,188,48,61,30
89,392,0,182,46,113,36
90,178,1,170,42,66,50
91,528,175,99,40,50,91
92,421,183,1,67,39,85
93,438,0,182,46,113,36
94,488,181,1,40,50,91
95,484,1,188,81,97,27
96,0,61,188,48,61,30
97,375,183,86,67,39,85
98,95,163,141,75,57,41
99,174,67,170,42,66,50
100,528,181,1,40,50,91
101,442,183,86,42,50,66
102,0,161,114,56,35,100
103,459,121,184,80,54,35
104,220,0,183,26,101,30
105,95,163,182,80,54,35
106,0,196,114,56,35,100
107,269,189,1,50,40,91
108,259,75,159,30,61,48
109,217,101,183,26,101,30
