0.7323504916313334
index,x,y,z,length,width,height
1,0,0,0,21,25,49
2,0,0,49,26,49,111
3,26,0,1,72,84,85
4,0,25,0,26,111,49
5,0,49,49,26,49,111
6,26,0,86,31,36,48
7,26,84,1,62,70,95
8,57,0,86,31,36,48
9,1,154,1,38,76,86
10,98,0,1,62,70,95
11,98,70,1,62,70,95
12,88,0,96,31,36,48
13,119,0,96,21,25,49
14,119,25,96,31,36,48
15,39,154,1,84,72,85
16,26,36,86,51,41,60
17,0,98,49,26,49,111
18,160,0,1,64,76,103
19,140,0,104,21,25,49
20,123,140,1,84,72,85
21,161,0,104,21,25,49
22,224,0,1,72,84,85
23,207,84,1,62,70,95
24,160,76,1,26,49,111
25,207,154,1,62,70,95
26,296,0,1,64,76,103
27,269,84,1,72,84,85
28,224,0,86,41,51,60
29,269,168,1,70,62,95
30,360,0,1,64,76,103
31,182,0,104,31,36,48
32,341,76,1,38,76,86
33,379,76,1,38,76,86
34,341,152,1,64,76,103
35,424,0,1,62,70,95
36,265,0,86,31,36,48
37,424,70,1,26,49,111
38,296,0,104,21,25,49
39,486,0,1,72,84,85
40,450,84,1,62,70,95
41,317,0,104,21,25,49
42,405,154,1,84,72,85
43,338,0,104,21,25,49
44,424,0,96,41,51,60
45,489,154,1,64,76,103
46,512,84,1,62,70,95
47,359,0,104,21,25,49
48,465,0,96,41,51,60
49,0,0,160,76,86,38
50,1,154,87,62,70,95
51,506,0,86,72,84,85
52,296,25,104,72,84,85
53,88,140,86,64,76,103
54,76,0,153,76,86,38
55,213,0,146,31,36,48
56,244,0,146,31,36,48
57,405,154,86,64,76,103
58,380,0,104,41,51,60
59,368,51,112,72,84,85
60,26,0,134,49,21,25
61,186,76,96,62,70,95
62,152,25,112,26,111,49
63,26,77,96,111,26,49
64,269,36,86,26,49,111
65,450,84,96,62,70,95
66,275,0,134,21,25,49
67,558,0,1,21,25,49
68,269,85,86,26,49,111
69,295,109,104,64,76,103
70,152,146,96,64,76,103
71,76,0,191,49,111,26
72,0,0,198,25,49,21
73,182,0,152,31,36,48
74,512,84,96,62,70,95
75,25,0,198,25,49,21
76,368,0,164,31,36,48
77,50,0,198,25,49,21
78,216,146,96,62,70,95
79,125,0,191,49,111,26
80,213,0,194,49,111,26
81,469,154,104,64,76,103
82,440,1,171,111,49,26
83,399,0,164,31,36,48
84,551,1,171,31,36,48
85,295,1,189,36,48,31
86,331,1,189,36,48,31
87,440,50,171,111,26,49
88,0,86,160,111,49,26
89,77,36,96,31,36,48
90,0,86,186,49,111,26
91,296,0,153,49,21,25
92,26,103,96,111,26,49
93,533,154,104,41,51,60
94,558,0,50,21,49,25
95,533,154,164,41,60,51
96,178,36,104,31,36,48
97,178,36,152,31,36,48
98,278,185,96,51,41,60
