0.7304411953358002
index,x,y,z,length,width,height
1,0,0,0,33,64,92
2,33,0,0,44,68,79
3,1,68,0,35,45,75
4,0,0,92,39,59,119
5,0,59,92,35,45,75
6,0,104,75,28,37,52
7,39,0,79,49,52,54
8,39,0,133,30,99,37
9,39,52,79,47,116,49
10,36,68,0,39,119,59
11,39,0,170,29,57,33
12,35,99,128,39,119,59
13,0,141,1,33,92,113
14,88,0,1,47,49,116
15,68,0,170,29,57,33
16,69,0,133,28,52,37
17,97,0,117,30,99,37
18,97,0,154,28,37,52
19,77,49,1,39,119,59
20,97,37,154,35,75,45
21,75,168,1,47,49,116
22,86,52,60,30,99,37
23,135,0,1,33,92,113
24,74,112,128,47,116,49
25,132,1,117,35,75,45
26,121,112,117,39,119,59
27,168,0,1,44,68,79
28,168,0,80,35,45,75
29,168,45,80,33,92,113
30,122,92,1,47,116,49
31,122,92,50,33,92,64
32,169,68,1,33,92,64
33,167,0,155,28,37,52
34,74,112,177,64,92,33
35,132,1,162,30,99,37
36,0,59,167,30,99,37
37,212,0,1,47,49,116
38,203,0,117,47,116,49
39,201,0,166,35,75,45
40,212,49,1,44,68,79
41,202,117,1,39,59,119
42,201,75,166,30,99,37
43,201,49,80,28,52,37
44,201,116,120,35,75,45
45,259,0,1,44,68,79
46,250,0,117,44,68,79
47,250,68,80,47,116,49
48,259,0,80,29,57,33
49,250,68,129,47,116,49
50,256,68,1,44,68,79
51,241,136,1,33,92,64
52,160,137,65,33,64,92
53,0,104,127,30,99,37
54,236,184,65,52,49,54
55,193,176,1,30,37,99
56,303,0,1,33,92,113
57,297,0,114,33,113,92
58,300,92,1,33,64,92
59,39,57,170,52,28,37
60,297,113,93,35,45,75
61,160,137,157,35,75,45
62,336,0,1,33,92,113
63,330,0,114,33,64,92
64,333,92,1,30,37,99
65,297,158,1,47,49,116
66,297,158,117,49,52,54
67,369,0,1,44,68,79
68,363,0,114,49,52,54
69,363,52,114,49,52,54
70,369,68,1,33,92,113
71,369,0,80,37,52,28
72,363,0,168,30,99,37
73,332,92,100,30,37,99
74,362,104,114,28,37,52
75,413,0,1,47,49,116
76,412,0,117,33,113,92
77,413,49,1,44,68,79
78,412,49,80,30,99,37
79,346,141,114,49,52,54
80,395,113,117,39,119,59
81,362,99,176,45,75,35
82,236,68,178,29,57,33
83,402,117,1,28,37,52
84,402,154,1,44,68,79
85,265,68,178,29,57,33
86,460,0,1,47,49,116
87,445,0,117,28,37,52
88,445,0,169,30,99,37
89,457,49,1,44,68,79
90,445,37,117,35,75,45
91,475,0,162,29,57,33
92,445,112,80,49,52,54
93,442,49,80,29,57,33
94,445,99,162,59,119,39
95,471,49,80,29,57,33
96,446,117,1,33,92,64
97,434,164,80,44,68,79
98,231,125,178,64,92,33
99,507,0,1,47,49,116
100,504,0,117,39,119,59
101,501,49,1,47,49,116
102,501,98,1,28,37,52
103,504,119,53,33,113,92
104,504,0,176,29,57,33
105,504,119,145,33,92,64
106,543,0,117,39,119,59
107,533,0,176,45,75,35
108,529,98,1,47,116,49
109,554,0,1,29,33,57
110,554,0,58,29,33,57
111,537,119,50,47,49,116
112,537,168,50,39,59,119
113,297,129,171,52,54,49
114,236,184,119,52,49,54
115,548,49,1,35,45,75
116,548,49,76,28,52,37
117,0,158,164,35,75,45
118,475,57,162,28,37,52
119,504,57,176,29,57,33
120,533,75,176,52,28,37
121,30,85,187,29,57,33
122,344,160,1,30,37,99
123,33,187,0,30,37,99
124,333,129,1,33,29,57
125,349,174,176,75,45,35
126,445,112,134,37,52,28
127,344,197,1,45,35,75
128,195,191,100,30,37,99
129,402,148,80,29,57,33
130,537,119,166,28,37,52
131,537,156,169,29,57,33
132,479,135,1,28,37,52
133,479,172,1,49,54,52
134,122,184,50,29,33,57
