0.6961965289026582
index,x,y,z,length,width,height
1,0,0,0,36,57,76
2,0,0,76,35,70,84
3,36,0,0,55,60,95
4,35,0,95,52,58,64
5,91,0,0,23,73,109
6,114,0,0,43,55,64
7,114,0,64,31,32,86
8,145,0,64,43,55,64
9,157,0,0,36,76,57
10,188,0,57,35,70,84
11,193,0,0,66,80,52
12,223,0,52,43,55,64
13,259,0,0,79,118,51
14,266,0,51,52,66,80
15,223,0,116,32,42,42
16,318,0,51,43,55,64
17,361,0,1,55,60,95
18,318,0,115,32,42,42
19,350,0,115,32,42,42
20,382,0,96,32,42,42
21,416,0,1,35,70,84
22,451,0,1,51,79,118
23,502,0,1,43,55,64
24,502,0,65,52,58,64
25,361,42,96,52,58,64
26,114,55,0,35,70,84
27,545,0,1,36,76,57
28,502,58,58,52,66,80
29,35,60,0,52,66,80
30,114,55,84,52,58,64
31,554,0,58,31,32,86
32,338,60,1,51,118,79
33,223,55,52,43,55,64
34,0,57,0,23,109,73
35,502,55,1,43,64,55
36,35,58,95,52,58,64
37,413,79,1,51,79,118
38,554,32,58,31,32,86
39,266,66,51,52,58,64
40,389,60,1,23,109,73
41,149,80,0,66,80,52
42,87,73,0,23,73,109
43,23,126,0,51,79,118
44,464,119,1,60,95,55
45,74,146,0,51,79,118
46,545,76,1,36,76,57
47,215,124,1,55,60,95
48,414,0,96,32,42,42
49,270,124,1,51,79,118
50,464,124,56,52,66,80
51,125,160,0,52,66,80
52,223,42,116,32,42,42
53,524,152,1,23,73,109
54,547,152,1,23,73,109
55,412,158,1,35,70,84
56,321,178,1,60,55,95
57,0,0,160,55,95,60
58,0,70,73,23,109,73
59,0,95,159,36,76,57
60,55,0,159,66,80,52
61,55,80,159,36,76,57
62,121,0,150,79,118,51
63,149,76,52,42,42,32
64,91,118,118,43,55,64
65,91,118,182,70,84,35
66,200,0,158,79,118,51
67,279,0,157,73,109,23
68,279,0,180,57,76,36
69,336,0,180,57,76,36
70,393,0,160,57,76,36
71,393,0,196,73,109,23
72,279,109,119,55,95,60
73,450,0,138,73,109,23
74,334,109,80,55,60,95
75,389,109,119,55,95,60
76,334,109,175,55,64,43
77,134,118,84,52,58,64
78,161,118,148,66,80,52
79,450,0,161,42,42,32
80,492,0,161,31,86,32
81,523,0,144,52,64,58
82,523,64,138,55,95,60
83,318,42,115,32,42,42
84,450,42,161,31,86,32
85,554,64,58,32,42,42
86,227,118,119,52,58,64
87,444,128,136,60,95,55
88,227,118,183,70,84,35
89,191,76,52,23,109,73
90,504,159,136,52,58,64
91,389,109,193,73,109,23
92,266,66,115,32,42,42
93,0,171,146,64,43,55
94,177,185,1,57,36,76
95,554,64,100,31,86,32
96,64,173,118,43,55,64
97,279,76,180,86,31,32
98,125,176,80,43,55,64
99,168,202,119,109,23,73
100,447,190,56,55,43,64
101,215,80,0,32,42,42
102,214,84,116,42,32,42
103,554,106,58,32,42,42
104,464,79,1,31,32,86
