0.7316127621418947
index,x,y,z,length,width,height
1,0,0,0,31,33,41
2,0,0,41,29,33,57
3,31,0,0,44,68,79
4,75,0,0,56,96,98
5,0,0,98,47,49,116
6,0,33,0,23,44,83
7,0,49,83,30,37,99
8,0,77,0,28,37,52
9,0,86,52,39,59,119
10,47,0,98,57,72,78
11,39,72,98,56,96,98
12,47,0,176,28,52,37
13,0,114,0,64,92,33
14,104,0,98,57,72,78
15,95,72,98,33,64,92
16,75,0,176,28,52,37
17,39,68,33,35,75,45
18,74,96,0,39,119,59
19,113,96,0,47,88,98
20,103,0,176,28,52,37
21,0,145,33,39,59,119
22,95,136,98,49,52,54
23,39,168,59,47,49,116
24,95,136,152,49,52,54
25,161,0,1,44,68,79
26,161,0,80,31,33,41
27,161,0,121,39,119,59
28,131,0,0,28,37,52
29,161,68,1,39,59,119
30,144,119,120,44,68,79
31,160,127,1,39,59,119
32,205,0,1,56,96,98
33,200,0,99,57,72,78
34,200,72,99,56,96,98
35,200,96,1,44,68,79
36,131,0,180,92,64,33
37,131,0,52,23,83,44
38,199,164,1,33,64,92
39,86,188,93,119,39,59
40,261,0,1,49,52,54
41,257,0,99,47,88,98
42,261,52,1,39,119,59
43,223,0,177,31,41,33
44,261,1,60,30,99,37
45,161,33,80,31,33,41
46,256,88,99,44,68,79
47,256,156,60,49,52,54
48,256,156,114,33,64,92
49,131,37,0,28,37,52
50,310,0,1,47,49,116
51,304,0,117,33,113,92
52,310,49,1,31,33,41
53,310,49,42,30,99,37
54,300,113,114,33,113,92
55,357,0,1,56,96,98
56,337,0,117,39,119,59
57,376,0,99,23,44,83
58,337,0,176,30,99,37
59,340,96,1,47,49,116
60,413,0,1,56,96,98
61,399,0,99,28,37,52
62,399,0,151,35,75,45
63,387,96,1,47,88,98
64,427,0,99,28,37,52
65,399,37,99,68,79,44
66,387,116,99,47,88,98
67,434,0,151,23,83,44
68,340,145,1,47,88,98
69,333,119,117,44,68,79
70,469,0,1,56,96,98
71,457,0,143,35,75,45
72,457,75,143,39,119,59
73,434,96,1,33,113,92
74,467,0,99,30,99,37
75,497,0,99,23,44,83
76,467,96,1,47,116,49
77,86,188,152,119,39,59
78,434,116,93,64,92,33
79,128,72,98,30,37,99
80,525,0,1,44,68,79
81,520,0,99,31,33,41
82,520,0,140,30,99,37
83,520,0,177,30,99,37
84,520,33,99,29,57,33
85,514,96,1,47,88,98
86,304,49,79,31,41,33
87,28,68,0,31,41,33
88,376,75,143,29,33,57
89,496,99,126,39,119,59
90,497,44,99,23,44,83
91,535,99,99,47,98,88
92,514,184,1,68,44,79
93,551,0,80,33,92,113
94,525,68,1,37,28,52
95,0,49,182,30,99,37
96,232,171,1,49,52,54
97,254,0,197,44,83,23
98,457,0,188,33,41,31
99,281,171,1,49,52,54
100,467,96,50,45,75,35
101,405,75,143,28,37,52
102,457,41,188,41,33,31
103,300,82,1,28,52,37
104,562,68,1,23,83,44
105,30,52,196,44,83,23
106,305,148,55,35,75,45
107,95,52,190,33,57,29
108,496,99,185,37,99,30
109,256,88,178,31,33,41
110,128,64,197,83,44,23
111,113,184,0,35,45,75
112,300,90,79,31,41,33
113,74,96,59,28,52,37
114,533,99,187,37,99,30
115,0,145,152,33,57,29
116,333,187,100,30,37,99
117,244,100,60,31,41,33
118,434,83,143,23,83,44
