0.7525554659713217
index,x,y,z,length,width,height
1,0,0,0,43,77,87
2,0,77,0,43,77,87
3,0,0,87,72,80,100
4,0,80,87,39,54,88
5,0,134,87,36,54,94
6,0,154,0,43,77,87
7,0,188,87,54,39,88
8,72,0,1,39,54,88
9,72,0,89,39,54,88
10,72,54,1,36,54,94
11,43,108,1,36,54,94
12,54,162,1,54,36,94
13,72,54,95,39,54,88
14,39,108,95,43,77,87
15,111,0,1,36,54,94
16,147,0,1,72,80,100
17,108,54,1,39,54,88
18,147,80,1,72,80,100
19,219,0,1,72,80,100
20,219,80,1,43,77,87
21,219,80,88,36,54,94
22,108,160,1,80,72,100
23,79,108,1,54,39,88
24,82,108,89,54,39,88
25,188,160,1,80,72,100
26,255,80,88,36,54,94
27,291,0,1,72,80,100
28,262,80,1,43,77,87
29,111,0,95,36,40,83
30,147,0,101,36,40,83
31,291,80,88,36,54,94
32,305,80,1,36,94,54
33,183,0,101,36,40,83
34,363,0,1,72,80,100
35,327,80,55,39,54,88
36,341,80,1,77,87,43
37,366,80,44,36,54,94
38,219,0,101,36,40,83
39,268,134,88,39,54,88
40,307,134,55,43,77,87
41,350,134,44,39,54,88
42,389,134,44,39,54,88
43,255,0,101,36,40,83
44,350,134,132,36,94,54
45,386,134,132,36,94,54
46,291,0,101,36,40,83
47,435,0,1,72,80,100
48,402,80,44,36,54,94
49,418,80,1,77,87,43
50,327,0,101,36,40,83
51,438,80,44,39,54,88
52,428,134,44,39,54,88
53,438,1,132,36,94,54
54,438,95,132,36,94,54
55,467,134,44,36,94,54
56,507,0,1,72,80,100
57,363,0,101,36,40,83
58,474,1,132,36,94,54
59,477,80,44,39,54,88
60,510,1,132,36,94,54
61,495,80,1,54,88,39
62,399,0,101,36,40,83
63,516,80,40,39,54,88
64,111,40,95,36,40,83
65,503,134,40,43,77,87
66,147,40,101,72,80,100
67,111,0,178,36,83,40
68,474,95,132,72,100,80
69,546,1,101,39,54,88
70,219,0,184,54,94,36
71,273,0,184,40,83,36
72,313,0,184,54,94,36
73,367,0,184,54,94,36
74,136,120,101,43,77,87
75,179,134,101,80,72,100
76,219,40,101,36,40,83
77,255,40,101,36,40,83
78,291,40,101,88,39,54
79,259,134,176,77,87,43
80,327,79,143,88,54,39
81,546,55,128,36,94,54
82,379,40,101,40,36,83
83,546,55,182,40,83,36
84,219,94,182,83,40,36
85,302,94,182,83,40,36
86,82,108,177,54,88,39
87,546,134,40,39,54,88
88,341,167,1,94,54,36
89,350,188,37,94,36,54
90,422,195,127,94,36,54
91,546,149,128,39,54,88
92,1,80,182,40,83,36
93,268,157,1,36,40,83
94,435,168,1,83,40,36
95,268,188,84,36,40,83
96,350,188,91,83,40,36
97,546,188,1,36,40,83
