0.7373029968474178
index,x,y,z,length,width,height
1,0,0,0,64,76,103
2,0,76,0,31,36,48
3,0,0,103,26,49,111
4,26,0,103,64,76,103
5,64,0,0,26,111,49
6,64,0,49,26,111,49
7,0,76,48,41,51,60
8,0,76,108,47,48,71
9,31,76,0,31,36,48
10,0,112,0,47,71,48
11,0,124,108,62,70,95
12,90,0,0,64,76,103
13,90,0,103,47,48,71
14,90,48,103,41,51,60
15,90,76,0,38,76,86
16,90,0,174,49,111,26
17,62,99,98,47,48,71
18,0,127,48,47,71,48
19,62,147,86,47,48,71
20,109,99,86,31,36,48
21,154,0,0,62,70,95
22,137,0,103,31,36,48
23,128,76,0,72,84,85
24,140,76,85,64,76,103
25,109,152,85,64,76,103
26,168,0,95,47,48,71
27,139,0,166,31,48,36
28,137,36,103,21,25,49
29,47,112,0,41,51,60
30,173,152,85,41,51,60
31,88,160,0,86,38,76
32,139,48,188,49,111,26
33,170,0,166,31,36,48
34,216,0,0,62,70,95
35,215,0,95,26,49,111
36,204,49,95,41,51,60
37,204,49,155,47,71,48
38,241,0,95,21,25,49
39,245,25,95,26,111,49
40,204,70,0,38,76,86
41,200,146,0,38,86,76
42,278,0,0,72,84,85
43,278,0,85,62,70,95
44,271,70,85,62,70,95
45,251,0,180,49,111,26
46,242,84,0,72,84,85
47,204,120,145,47,71,48
48,251,140,85,38,76,86
49,238,168,0,95,62,70
50,350,0,0,72,84,85
51,340,0,85,47,48,71
52,340,48,85,62,70,95
53,300,0,180,49,111,26
54,314,84,0,72,84,85
55,333,118,85,72,84,85
56,422,0,0,64,76,103
57,402,0,103,62,70,95
58,241,0,144,21,49,25
59,349,0,180,43,90,33
60,402,70,103,33,43,90
61,435,70,103,26,49,111
62,340,0,156,49,25,21
63,386,84,0,72,84,85
64,486,0,0,72,84,85
65,464,0,103,31,36,48
66,464,0,151,47,71,48
67,495,0,85,21,49,25
68,458,84,0,72,84,85
69,461,71,103,70,95,62
70,495,0,110,21,49,25
71,461,71,165,76,86,38
72,511,0,135,31,36,48
73,405,166,85,70,62,95
74,475,166,85,70,62,95
75,542,0,85,33,90,43
76,537,36,128,47,71,48
77,542,0,128,43,33,90
78,530,84,0,47,48,71
79,537,107,71,41,51,60
80,392,0,198,25,49,21
81,417,0,198,25,49,21
82,537,107,131,41,51,60
83,333,118,170,47,71,48
84,442,0,199,25,49,21
85,333,168,0,103,64,76
86,530,132,0,47,48,71
87,251,140,171,51,60,41
88,62,76,169,26,111,49
89,537,33,191,49,111,26
90,0,76,179,31,48,36
91,289,140,85,38,76,86
92,467,0,199,25,49,21
93,380,157,180,111,49,26
94,545,158,71,33,43,90
95,492,0,199,25,49,21
96,436,168,0,86,38,76
97,522,180,0,47,48,71
98,516,0,85,21,25,49
99,31,76,179,31,48,36
100,109,99,134,31,48,36
101,545,158,161,41,60,51
102,558,0,0,21,25,49
103,0,194,96,43,33,90
104,204,100,86,31,36,48
105,47,195,76,43,33,90
106,1,198,0,90,33,43
