0.704766693630561
index,x,y,z,length,width,height
1,0,0,0,30,76,108
2,0,76,0,28,33,81
3,0,109,0,30,76,108
4,0,0,108,73,120,99
5,0,120,108,55,81,92
6,73,0,1,55,81,92
7,73,0,93,55,81,92
8,30,0,0,28,33,81
9,30,33,0,28,33,81
10,30,0,81,43,110,25
11,30,66,0,30,108,76
12,128,0,1,73,99,120
13,128,0,121,30,108,76
14,73,81,1,55,81,92
15,158,0,121,25,110,43
16,158,0,164,25,110,43
17,73,81,93,55,81,92
18,128,99,1,73,99,120
19,128,108,121,30,108,76
20,158,110,121,30,108,76
21,30,174,0,76,30,108
22,201,0,1,55,81,92
23,183,0,121,25,110,43
24,183,0,164,28,81,33
25,201,81,1,30,76,108
26,256,0,1,73,99,120
27,231,99,1,55,81,92
28,231,99,93,55,81,92
29,201,0,93,33,81,28
30,329,0,1,55,81,92
31,208,0,121,110,25,43
32,211,0,164,108,76,30
33,318,0,121,25,110,43
34,286,99,1,73,99,120
35,319,0,164,28,81,33
36,384,0,1,55,81,92
37,343,0,121,76,108,30
38,359,81,1,55,81,92
39,439,0,1,73,99,120
40,414,99,1,55,81,92
41,512,0,1,73,99,120
42,329,0,93,33,81,28
43,347,0,151,28,81,33
44,375,0,151,81,92,55
45,362,0,93,33,81,28
46,469,99,1,73,99,120
47,419,0,121,76,108,30
48,456,0,151,76,108,30
49,343,92,151,81,92,55
50,395,0,93,43,110,25
51,73,0,185,28,81,33
52,347,0,184,28,81,33
53,424,108,121,81,92,55
54,505,108,121,55,81,92
55,456,0,181,28,81,33
56,484,0,181,28,81,33
57,495,0,121,76,108,30
58,188,81,185,76,108,30
59,264,81,185,76,108,30
60,542,99,1,30,76,108
61,343,108,121,76,108,30
62,424,108,176,76,108,30
63,201,157,1,30,76,108
64,231,198,1,76,30,108
65,188,198,109,76,30,108
66,264,198,109,76,30,108
67,307,198,1,76,30,108
68,383,180,1,76,30,108
