0.7288696899462339
index,x,y,z,length,width,height
1,0,0,0,61,63,74
2,0,0,74,59,80,106
3,59,0,74,61,63,74
4,0,63,0,80,106,59
5,0,169,0,76,42,109
6,59,63,59,61,63,74
7,0,80,59,59,80,106
8,120,0,1,59,80,106
9,120,80,1,59,80,106
10,76,169,0,76,42,109
11,61,0,0,25,60,71
12,179,0,1,61,63,74
13,179,63,1,59,80,106
14,179,0,75,61,63,74
15,179,143,1,59,80,106
16,240,0,1,42,76,109
17,282,0,1,61,63,74
18,282,63,1,42,76,109
19,282,0,75,61,63,74
20,238,139,1,59,80,106
21,343,0,1,59,80,106
22,324,80,1,42,76,109
23,86,0,0,25,60,71
24,297,156,1,42,76,109
25,402,0,1,59,80,106
26,366,80,1,61,63,74
27,120,0,107,22,118,56
28,366,143,1,59,80,106
29,461,0,1,59,80,106
30,142,0,107,25,60,71
31,427,80,1,42,76,109
32,366,80,75,61,63,74
33,469,80,1,42,76,109
34,425,156,1,80,59,106
35,520,0,1,61,63,74
36,343,0,107,25,60,71
37,520,63,1,42,76,109
38,240,0,110,22,118,56
39,520,0,75,61,63,74
40,511,139,1,42,76,109
41,59,0,148,61,74,63
42,368,0,107,59,80,106
43,120,0,178,76,109,42
44,196,0,166,76,109,42
45,272,0,149,61,74,63
46,0,0,180,56,118,22
47,427,0,107,59,80,106
48,486,63,110,59,80,106
49,272,74,110,80,106,59
50,545,63,110,42,76,109
51,352,80,149,80,106,59
52,486,0,107,25,60,71
53,272,74,169,76,109,42
54,56,109,165,76,109,42
55,132,109,163,76,109,42
56,486,0,178,71,60,25
57,432,143,110,59,80,106
58,491,143,110,61,63,74
59,152,60,107,22,118,56
60,562,63,1,22,118,56
61,59,74,133,60,25,71
62,59,99,133,56,118,22
63,238,76,1,25,60,71
64,208,109,107,22,118,56
65,432,80,110,25,60,71
66,457,80,110,25,60,71
67,230,118,107,25,60,71
68,208,109,163,22,118,56
69,0,160,109,118,56,22
70,0,211,0,118,22,56
71,118,211,0,56,22,118
72,59,126,59,60,25,71
