0.7514334179029181
index,x,y,z,length,width,height
1,0,0,0,45,50,69
2,0,50,0,45,50,69
3,0,0,69,54,76,80
4,0,76,69,54,76,80
5,45,0,0,85,94,39
6,130,0,0,63,70,90
7,193,0,0,39,85,94
8,232,0,0,63,70,90
9,45,0,39,78,84,28
10,295,0,0,63,70,90
11,54,0,67,54,76,80
12,358,0,0,28,78,84
13,386,0,0,54,76,80
14,440,0,0,39,85,94
15,386,0,80,45,50,69
16,479,0,0,54,76,80
17,130,70,0,63,70,90
18,533,0,0,54,76,80
19,479,0,80,45,50,69
20,232,70,0,28,78,84
21,260,70,0,28,78,84
22,288,70,0,63,70,90
23,54,76,67,54,76,80
24,524,0,80,45,50,69
25,386,50,80,45,50,69
26,479,50,80,45,50,69
27,386,76,0,28,84,78
28,479,76,0,54,76,80
29,533,76,0,28,78,84
30,351,78,0,28,78,84
31,193,85,0,39,85,94
32,45,94,0,76,80,54
33,0,100,0,45,50,69
34,379,100,78,45,50,69
35,424,100,1,45,50,69
36,121,140,0,39,85,94
37,160,140,0,28,78,84
38,288,140,0,28,78,84
39,232,148,0,39,85,94
40,316,140,0,28,78,84
41,424,100,70,45,50,69
42,469,100,80,45,50,69
43,344,160,0,63,70,90
44,0,150,0,45,50,69
45,414,150,1,45,50,69
46,459,152,0,28,78,84
47,0,152,69,54,76,80
48,0,0,149,63,90,70
49,63,0,147,78,84,28
50,63,84,147,63,90,70
51,63,0,175,78,84,28
52,0,90,149,63,90,70
53,54,152,54,45,50,69
54,141,0,94,85,94,39
55,141,0,133,63,90,70
56,126,90,133,63,90,70
57,226,0,94,54,76,80
58,204,0,174,50,69,45
59,204,69,174,50,69,45
60,226,76,94,45,50,69
61,189,126,94,54,76,80
62,189,138,174,50,69,45
63,45,174,0,69,45,50
64,63,174,123,45,50,69
65,280,0,90,54,76,80
66,254,0,174,78,84,28
67,271,76,90,45,50,69
68,243,126,94,54,76,80
69,239,138,174,85,94,39
70,334,0,90,39,85,94
71,316,85,90,28,78,84
72,254,84,174,69,50,45
73,373,0,149,63,90,70
74,436,0,149,85,94,39
75,524,50,84,54,76,80
76,521,0,149,45,50,69
77,344,90,149,76,80,54
78,436,0,188,78,84,28
79,514,126,84,39,85,94
80,436,84,188,78,84,28
81,521,50,164,45,69,50
82,553,126,84,28,78,84
83,414,150,70,45,50,69
84,459,150,84,54,76,80
85,487,152,0,28,78,84
86,515,154,0,45,50,69
87,344,150,90,45,69,50
88,108,202,94,84,28,78
89,324,170,140,45,50,69
90,369,170,140,76,54,80
91,192,202,94,84,28,78
92,0,180,149,45,50,69
