0.7836386102582884
index,x,y,z,length,width,height
1,0,0,0,72,77,105
2,0,77,0,72,77,105
3,0,154,0,48,78,79
4,72,0,0,48,78,79
5,72,78,0,48,78,79
6,120,0,0,48,78,79
7,120,78,0,48,78,79
8,48,156,0,78,48,79
9,168,0,0,48,78,79
10,168,78,0,48,78,79
11,126,156,0,78,48,79
12,216,0,0,48,78,79
13,216,78,0,48,78,79
14,264,0,0,48,78,79
15,264,78,0,48,78,79
16,204,156,0,78,48,79
17,312,0,0,48,78,79
18,312,78,0,48,78,79
19,282,156,0,72,77,105
20,360,0,0,72,77,105
21,360,77,0,72,77,105
22,360,154,0,72,77,105
23,432,0,0,72,77,105
24,432,77,0,72,77,105
25,432,154,0,72,77,105
26,504,0,0,72,77,105
27,504,77,0,72,77,105
28,504,154,0,72,77,105
29,0,0,105,72,77,105
30,0,77,105,72,77,105
31,0,154,79,72,77,105
32,72,0,79,72,77,105
33,72,77,79,72,77,105
34,72,154,79,72,77,105
35,144,0,79,72,77,105
36,144,77,79,72,77,105
37,144,154,79,72,77,105
38,216,0,79,72,77,105
39,216,77,79,72,77,105
40,288,0,79,72,77,105
41,288,77,79,48,78,79
42,216,154,79,48,78,79
43,216,154,158,78,79,48
44,360,0,105,48,78,79
45,336,78,105,48,78,79
46,408,0,105,48,78,79
47,384,78,105,48,78,79
48,294,156,105,78,48,79
49,372,156,105,78,48,79
50,456,0,105,48,78,79
51,432,78,105,48,78,79
52,504,0,105,48,78,79
53,480,78,105,45,54,91
54,480,132,105,45,54,91
55,450,186,105,54,45,91
56,525,78,105,45,54,91
57,525,132,105,45,54,91
58,504,186,105,54,45,91
