0.843215833234185
index,x,y,z,length,width,height
1,0,0,0,33,92,113
2,0,92,0,33,92,113
3,33,0,0,33,92,113
4,33,92,0,33,92,113
5,66,0,0,33,92,113
6,66,92,0,33,92,113
7,0,184,0,92,33,113
8,99,0,0,33,92,113
9,99,92,0,33,92,113
10,132,0,0,33,92,113
11,132,92,0,33,92,113
12,165,0,0,33,92,113
13,165,92,0,33,92,113
14,92,184,0,92,33,113
15,198,0,0,33,92,113
16,198,92,0,33,92,113
17,231,0,0,33,92,113
18,231,92,0,33,92,113
19,264,0,0,33,92,113
20,264,92,0,33,92,113
21,184,184,0,92,33,113
22,297,0,0,33,92,113
23,297,92,0,33,92,113
24,0,0,113,39,119,59
25,39,0,113,39,119,59
26,78,0,113,39,119,59
27,117,0,113,39,119,59
28,0,119,113,119,39,59
29,0,158,113,119,39,59
30,156,0,113,39,119,59
31,195,0,113,39,119,59
32,234,0,113,39,119,59
33,119,119,113,119,39,59
34,119,158,113,119,39,59
35,273,0,113,39,119,59
36,312,0,113,39,119,59
37,276,184,0,59,39,119
38,351,0,1,39,119,59
39,238,119,113,119,39,59
40,390,0,1,39,59,119
41,390,59,1,39,59,119
42,390,118,1,39,59,119
43,335,177,0,59,39,119
44,429,0,1,39,59,119
45,429,59,1,39,59,119
46,429,118,1,39,59,119
47,394,177,0,59,39,119
48,468,0,1,39,59,119
49,468,59,1,39,59,119
50,351,0,60,33,64,92
51,468,118,1,33,64,92
52,507,0,1,33,64,92
53,507,64,1,33,64,92
54,501,128,1,33,64,92
55,540,0,1,33,64,92
56,540,64,1,33,64,92
57,534,128,1,33,64,92
58,453,192,1,64,33,92
59,517,192,1,64,33,92
60,0,0,172,64,92,33
61,0,92,172,64,92,33
62,0,197,113,64,33,92
63,64,0,172,64,92,33
64,64,92,172,64,92,33
65,64,197,113,64,33,92
66,128,0,172,64,92,33
67,128,92,172,64,92,33
68,128,197,113,64,33,92
69,192,0,172,64,92,33
70,192,92,172,64,92,33
71,192,197,113,64,33,92
72,256,0,172,64,92,33
73,384,0,120,49,52,54
74,433,0,120,49,52,54
75,482,0,120,49,52,54
76,531,0,93,49,52,54
77,531,0,147,49,52,54
78,384,52,120,49,52,54
79,433,52,120,49,52,54
80,482,52,120,49,52,54
81,531,52,93,49,52,54
82,531,52,147,49,52,54
83,357,104,120,49,52,54
84,406,104,120,49,52,54
85,455,104,120,49,52,54
86,504,104,120,49,52,54
87,357,156,120,49,52,54
88,406,156,120,49,52,54
89,455,156,120,49,52,54
90,504,156,93,49,52,54
91,330,64,60,35,75,45
92,504,156,147,35,75,45
93,539,156,147,35,75,45
94,256,158,119,35,45,75
95,291,158,119,35,45,75
96,320,0,172,35,75,45
97,355,0,174,35,75,45
98,390,0,174,35,75,45
99,425,0,174,35,75,45
100,460,0,174,35,75,45
101,495,0,174,35,75,45
102,320,75,172,35,75,45
103,355,75,174,35,75,45
104,390,75,174,35,75,45
105,425,75,174,35,75,45
106,460,75,174,35,75,45
107,495,75,174,35,75,45
108,326,150,174,35,75,45
109,361,150,174,35,75,45
110,396,150,174,35,75,45
111,431,150,174,35,75,45
112,466,150,174,35,75,45
113,553,104,93,30,37,99
114,256,203,119,37,30,99
115,256,92,172,29,57,33
116,285,92,172,29,57,33
117,330,119,1,29,33,57
118,359,119,1,29,33,57
119,330,139,58,57,29,33
120,553,141,93,29,57,33
121,326,158,119,29,57,33
122,293,203,119,33,29,57
123,501,150,192,37,52,28
124,538,104,192,37,52,28
125,538,156,192,37,52,28
