0.8806041418934503
index,x,y,z,length,width,height
1,0,0,0,73,99,120
2,0,99,0,73,99,120
3,73,0,0,73,99,120
4,73,99,0,73,99,120
5,146,0,0,73,99,120
6,146,99,0,73,99,120
7,219,0,0,73,99,120
8,219,99,0,73,99,120
9,292,0,0,73,99,120
10,292,99,0,73,99,120
11,365,0,0,73,99,120
12,365,99,0,30,76,108
13,395,99,0,30,76,108
14,0,198,0,76,30,108
15,76,198,0,76,30,108
16,152,198,0,76,30,108
17,228,198,0,76,30,108
18,304,198,0,76,30,108
19,438,0,0,30,76,108
20,438,76,0,30,76,108
21,425,152,0,30,76,108
22,468,0,0,30,76,108
23,468,76,0,30,76,108
24,455,152,0,30,76,108
25,498,0,0,55,81,92
26,498,81,0,55,81,92
27,553,0,0,30,76,108
28,553,76,0,30,76,108
29,0,0,120,73,120,99
30,73,0,120,73,120,99
31,0,120,120,120,73,99
32,146,0,120,73,120,99
33,120,120,120,55,81,92
34,219,0,120,55,81,92
35,219,81,120,55,81,92
36,274,0,120,55,81,92
37,274,81,120,55,81,92
38,175,162,120,81,55,92
39,329,0,120,55,81,92
40,329,81,120,55,81,92
41,256,162,120,81,55,92
42,384,0,120,55,81,92
43,384,81,120,55,81,92
44,337,162,120,81,55,92
45,439,0,108,55,81,92
46,439,81,108,55,81,92
47,494,0,108,55,81,92
48,494,81,108,55,81,92
49,418,162,108,81,55,92
50,485,162,0,81,55,92
51,499,162,92,81,55,92
52,549,0,108,30,76,108
53,549,76,108,30,76,108
54,0,193,120,108,30,76
55,175,120,120,28,33,81
56,499,162,184,81,28,33
57,380,175,0,28,33,81
58,499,190,184,81,28,33
59,108,201,108,33,28,81
60,141,201,108,33,28,81
