0.8799351404238405
index,x,y,z,length,width,height
1,0,0,0,69,97,114
2,0,97,0,69,97,114
3,69,0,0,69,97,114
4,69,97,0,69,97,114
5,138,0,0,69,97,114
6,138,97,0,47,97,105
7,207,0,0,47,97,105
8,185,97,0,47,97,105
9,254,0,0,47,97,105
10,232,97,0,60,73,105
11,301,0,0,60,73,105
12,301,73,0,60,73,105
13,292,146,0,60,73,105
14,361,0,0,60,73,105
15,361,73,0,60,73,105
16,352,146,0,60,73,105
17,421,0,0,60,73,105
18,421,73,0,60,73,105
19,412,146,0,60,73,105
20,481,0,0,55,76,106
21,481,76,0,55,76,106
22,472,152,0,55,76,106
23,527,152,0,55,76,106
24,0,0,114,55,76,106
25,0,76,114,55,76,106
26,0,152,114,55,78,103
27,55,0,114,55,78,103
28,55,78,114,55,78,103
29,110,0,114,55,78,103
30,110,78,114,55,78,103
31,55,156,114,78,55,103
32,165,0,114,55,76,106
33,165,76,114,55,76,106
34,165,152,105,55,76,106
35,220,0,105,55,76,106
36,220,76,105,52,77,90
37,220,153,105,52,77,90
38,275,0,105,52,77,90
39,272,77,105,55,66,93
40,272,143,105,55,66,93
41,327,0,105,55,66,93
42,327,66,105,55,66,93
43,327,132,105,55,66,93
44,382,0,105,55,66,93
45,382,66,105,44,73,98
46,382,139,105,44,73,98
47,437,0,105,44,73,98
48,426,73,105,44,73,98
49,426,146,105,44,73,98
50,481,0,106,44,73,98
51,232,170,0,58,61,74
52,525,0,106,58,61,74
53,525,61,106,58,61,74
54,470,122,106,58,61,74
55,528,122,106,58,61,74
56,536,0,0,39,65,71
57,536,65,0,39,65,71
58,470,73,180,65,71,39
59,470,144,180,65,71,39
60,470,183,106,65,39,71
61,0,194,0,65,39,71
62,65,194,0,65,39,71
63,130,194,0,65,39,71
64,525,0,180,60,60,38
65,133,156,114,23,58,82
66,272,209,105,58,23,82
67,470,73,106,36,44,55
68,535,60,180,44,55,36
69,535,115,180,44,55,36
70,535,170,180,44,55,36
71,535,183,106,36,44,55
72,536,0,71,39,81,24
73,220,76,195,39,81,24
74,0,194,71,81,24,39
75,81,194,71,81,24,39
76,195,194,0,24,39,81
77,162,194,81,81,39,24
78,330,198,105,39,24,81
