0.8319101404404575
index,x,y,z,length,width,height
1,0,0,0,51,79,118
2,0,79,0,51,79,118
3,51,0,0,51,79,118
4,51,79,0,51,79,118
5,0,158,0,79,51,118
6,102,0,0,51,79,118
7,102,79,0,51,79,118
8,153,0,0,51,79,118
9,153,79,0,51,79,118
10,79,158,0,79,51,118
11,204,0,0,51,79,118
12,204,79,0,51,79,118
13,158,158,0,79,51,118
14,255,0,0,51,79,118
15,255,79,0,51,79,118
16,237,158,0,36,57,76
17,306,0,0,36,57,76
18,306,57,0,36,57,76
19,306,114,0,36,57,76
20,273,158,0,23,73,109
21,0,209,0,73,23,109
22,73,209,0,73,23,109
23,146,209,0,73,23,109
24,342,0,0,23,73,109
25,342,73,0,23,73,109
26,342,146,0,23,73,109
27,365,0,0,23,73,109
28,365,73,0,23,73,109
29,365,146,0,23,73,109
30,388,0,0,23,73,109
31,388,73,0,23,73,109
32,388,146,0,23,73,109
33,411,0,0,23,73,109
34,411,73,0,23,73,109
35,411,146,0,23,73,109
36,434,0,0,23,73,109
37,434,73,0,23,73,109
38,457,0,0,52,58,64
39,457,58,0,52,58,64
40,457,116,0,52,58,64
41,434,174,0,52,58,64
42,509,0,0,52,58,64
43,509,58,0,52,58,64
44,509,116,0,52,58,64
45,486,174,0,52,58,64
46,0,0,118,52,58,64
47,0,58,118,52,58,64
48,0,116,118,52,58,64
49,0,174,118,52,58,64
50,52,0,118,52,58,64
51,52,58,118,52,58,64
52,306,0,76,35,70,84
53,457,0,64,35,70,84
54,492,0,64,35,70,84
55,527,0,64,35,70,84
56,306,70,76,35,70,84
57,457,70,64,35,70,84
58,492,70,64,35,70,84
59,527,70,64,35,70,84
60,306,140,76,35,70,84
61,457,140,64,35,70,84
62,492,140,64,52,66,80
63,104,0,118,52,66,80
64,156,0,118,52,66,80
65,208,0,118,52,66,80
66,260,0,160,66,80,52
67,326,0,160,66,80,52
68,392,0,148,66,80,52
69,458,0,148,52,80,66
70,510,0,148,52,80,66
71,104,66,118,52,66,80
72,156,66,118,52,66,80
73,208,66,118,52,66,80
74,260,80,160,66,80,52
75,326,80,160,66,80,52
76,392,80,109,55,95,60
77,447,80,148,55,95,60
78,502,80,148,55,95,60
79,52,132,118,55,60,95
80,107,132,118,55,60,95
81,162,132,118,55,60,95
82,217,160,160,95,55,60
83,341,175,109,60,55,95
84,401,175,148,95,55,60
85,0,0,182,57,76,36
86,341,0,109,57,76,36
87,398,0,109,57,76,36
88,217,132,118,57,76,36
89,544,140,64,36,57,76
90,296,171,0,36,57,76
91,496,175,144,76,36,57
92,52,192,118,57,36,76
93,109,192,118,57,36,76
94,392,80,169,55,64,43
95,538,174,0,43,55,64
96,57,0,182,31,86,32
97,260,0,118,31,86,32
98,0,76,182,31,86,32
99,341,76,109,31,86,32
100,274,86,118,31,86,32
101,166,192,118,31,32,86
102,31,86,182,42,42,32
103,237,158,76,32,42,42
104,0,162,182,42,42,32
105,274,172,109,32,42,42
106,401,175,109,42,42,32
107,544,197,64,42,32,42
