0.7896075789591228
index,x,y,z,length,width,height
1,0,0,0,72,77,105
2,0,77,0,72,77,105
3,0,154,0,72,77,105
4,72,0,0,72,77,105
5,72,77,0,72,77,105
6,72,154,0,72,77,105
7,144,0,0,72,77,105
8,144,77,0,45,54,91
9,144,131,0,45,54,91
10,144,185,0,54,45,91
11,216,0,0,45,54,91
12,216,54,0,45,54,91
13,189,108,0,45,54,91
14,261,0,0,72,77,105
15,261,77,0,72,77,105
16,234,154,0,72,77,105
17,333,0,0,72,77,105
18,333,77,0,45,54,91
19,333,131,0,45,54,91
20,306,185,0,54,45,91
21,405,0,0,45,54,91
22,405,54,0,45,54,91
23,378,108,0,45,54,91
24,378,162,0,45,54,91
25,450,0,0,45,54,91
26,450,54,0,45,54,91
27,423,108,0,45,54,91
28,423,162,0,45,54,91
29,495,0,0,45,54,91
30,495,54,0,45,54,91
31,468,108,0,45,54,91
32,468,162,0,45,54,91
33,540,0,0,45,54,91
34,513,108,0,72,77,105
35,0,0,105,48,78,79
36,0,78,105,48,78,79
37,48,0,105,48,78,79
38,48,78,105,48,78,79
39,0,156,105,78,48,79
40,96,0,105,48,78,79
41,96,78,105,48,78,79
42,144,0,105,48,78,79
43,144,78,91,48,78,79
44,78,156,105,78,48,79
45,192,0,105,48,78,79
46,240,0,105,72,77,105
47,312,0,105,72,77,105
48,384,0,105,72,77,105
49,456,0,91,72,77,105
50,240,77,105,72,77,105
51,312,77,105,72,77,105
52,384,77,91,72,77,105
53,528,0,91,48,78,79
54,456,77,91,48,78,79
55,456,77,170,78,79,48
56,144,78,170,79,78,48
57,223,154,105,48,78,79
58,271,154,105,48,78,79
59,319,154,91,48,78,79
60,319,154,170,78,79,48
61,367,154,91,48,78,79
62,415,155,91,48,78,79
63,463,155,91,48,78,79
64,540,54,0,45,54,91
65,511,78,105,45,91,54
66,156,156,91,45,54,91
67,397,156,170,91,54,45
68,488,156,170,91,54,45
69,513,185,0,54,45,91
