0.8841094038409258
index,x,y,z,length,width,height
1,0,0,0,73,99,120
2,0,99,0,73,99,120
3,73,0,0,73,99,120
4,73,99,0,73,99,120
5,146,0,0,73,99,120
6,146,99,0,73,99,120
7,219,0,0,73,99,120
8,219,99,0,73,99,120
9,292,0,0,73,99,120
10,292,99,0,73,99,120
11,365,0,0,73,99,120
12,365,99,0,55,81,92
13,438,0,0,55,81,92
14,438,81,0,55,81,92
15,493,0,0,55,81,92
16,493,81,0,55,81,92
17,420,162,0,81,55,92
18,501,162,0,81,55,92
19,0,0,120,55,81,92
20,0,81,120,48,111,70
21,55,0,120,48,111,70
22,48,111,120,48,111,70
23,103,0,120,48,111,70
24,96,111,120,48,111,70
25,151,0,120,48,111,70
26,144,111,120,48,111,70
27,199,0,120,48,111,70
28,192,111,120,48,111,70
29,247,0,120,48,111,70
30,438,0,92,46,72,98
31,484,0,92,46,72,98
32,530,0,92,46,72,98
33,438,72,92,46,72,98
34,484,72,92,46,72,98
35,530,72,92,46,72,98
36,365,99,92,46,72,98
37,411,144,92,46,72,98
38,457,144,92,46,72,98
39,503,144,92,46,72,98
40,295,0,120,46,72,98
41,341,0,120,46,72,98
42,55,0,190,76,108,30
43,131,0,190,76,108,30
44,207,0,190,76,108,30
45,387,0,190,76,108,30
46,463,0,190,76,108,30
47,548,0,0,30,108,76
48,295,72,120,30,108,76
49,325,72,120,30,108,76
50,1,108,190,76,108,30
51,77,108,190,76,108,30
52,153,108,190,76,108,30
53,355,108,190,76,108,30
54,431,108,190,76,108,30
55,507,108,190,76,108,30
56,240,111,120,30,108,76
57,0,198,0,76,30,108
58,76,198,0,76,30,108
59,152,198,0,76,30,108
60,228,198,0,76,30,108
61,304,198,0,76,30,108
62,387,0,120,28,81,33
63,387,0,153,28,81,33
64,539,0,190,33,81,28
65,548,108,0,28,33,81
66,270,111,120,25,110,43
67,270,111,163,25,110,43
68,295,180,120,110,25,43
69,295,180,163,110,43,25
70,295,205,108,110,25,43
71,549,144,92,31,66,95
72,0,198,108,28,33,81
73,380,180,0,28,33,81
