0.8612082837869006
index,x,y,z,length,width,height
1,0,0,0,55,81,92
2,0,81,0,55,81,92
3,55,0,0,55,81,92
4,55,81,0,55,81,92
5,0,162,0,81,55,92
6,110,0,0,55,81,92
7,110,81,0,55,81,92
8,81,162,0,81,55,92
9,165,0,0,55,81,92
10,165,81,0,55,81,92
11,220,0,0,55,81,92
12,220,81,0,55,81,92
13,162,162,0,81,55,92
14,275,0,0,55,81,92
15,275,81,0,55,81,92
16,243,162,0,81,55,92
17,330,0,0,55,81,92
18,330,81,0,55,81,92
19,385,0,0,55,81,92
20,385,81,0,55,81,92
21,324,162,0,81,55,92
22,440,0,0,55,81,92
23,440,81,0,55,81,92
24,405,162,0,81,55,92
25,495,0,0,55,81,92
26,495,81,0,55,81,92
27,486,162,0,81,55,92
28,0,0,92,55,81,92
29,0,81,92,55,81,92
30,55,0,92,55,81,92
31,55,81,92,55,81,92
32,0,162,92,81,55,92
33,110,0,92,55,81,92
34,110,81,92,55,81,92
35,81,162,92,81,55,92
36,165,0,92,55,81,92
37,165,81,92,55,81,92
38,220,0,92,55,81,92
39,220,81,92,55,81,92
40,550,0,0,30,76,108
41,550,76,0,30,76,108
42,0,0,184,76,108,30
43,0,108,184,76,108,30
44,76,0,184,76,108,30
45,76,108,184,76,108,30
46,152,0,184,76,108,30
47,152,108,184,76,108,30
48,228,0,184,76,108,30
49,228,108,184,76,108,30
50,162,162,92,108,30,76
51,162,192,92,108,30,76
52,304,0,92,76,108,30
53,304,0,122,30,108,76
54,334,0,122,30,108,76
55,304,108,92,30,76,108
56,334,108,92,30,76,108
57,304,184,92,76,30,108
58,380,0,92,30,76,108
59,380,76,92,30,76,108
60,380,152,92,30,76,108
61,410,0,92,30,76,108
62,410,76,92,30,76,108
63,410,152,92,30,76,108
64,440,0,92,30,76,108
65,440,76,92,30,76,108
66,440,152,92,30,76,108
67,470,0,92,30,76,108
68,470,76,92,30,76,108
69,470,152,92,30,76,108
70,500,0,92,30,76,108
71,500,76,92,30,76,108
72,500,152,92,30,76,108
73,530,152,92,30,76,108
74,530,0,108,30,76,108
75,530,76,108,30,76,108
76,275,0,92,25,110,43
77,275,0,135,25,110,43
78,560,0,108,25,43,110
79,560,43,108,25,43,110
80,560,86,108,25,43,110
81,275,110,92,25,110,43
82,275,110,135,25,110,43
83,560,129,108,25,43,110
84,560,172,92,25,43,110
