list_name,index,x,y,z,length,width,height,pose,short_narrow,short_wide,normal_narrow,tall_narrow,normal_wide,tall_wide
E1-1_list,[(110-43-25)(92-55-81)(92-81-55)(110-43-25)(92-81-55)(110-43-25)(110-43-25)(110-43-25)(110-43-25)(92-81-55)(92-81-55)(110-43-25)(92-81-55)(92-81-55)(92-81-55)(92-81-55)(110-43-25)(110-43-25)(92-81-55)(110-43-25)(92-81-55)(92-81-55)(92-55-81)(110-43-25)(92-81-55)(110-43-25)(92-81-55)(92-81-55)(110-43-25)(92-81-55)(110-43-25)(92-81-55)(92-81-55)(110-43-25)(92-81-55)(92-81-55)(110-43-25)(92-81-55)(92-81-55)(92-81-55)(92-55-81)(110-43-25)(92-81-55)(110-43-25)(92-81-55)(110-43-25)(110-43-25)(92-81-55)(92-81-55)(110-43-25)(110-43-25)(92-81-55)(92-81-55)(110-43-25)(110-43-25)(92-81-55)(110-43-25)(110-43-25)(92-81-55)(110-43-25)(92-81-55)(92-81-55)(92-81-55)(110-43-25)(92-81-55)(92-55-81)(110-43-25)(110-43-25)(110-43-25)(110-43-25)(110-43-25)(92-55-81)]
E1-1_occ_rate,0.6609186157884347
E1-1,1,0,0,0,110,43,25,BoxPose.short_narrow,0.6431887381138979,0.16945884346066972,0.09867620921271615,0.03289206973757207,0.06578413947514414,0.0
E1-1,2,0,0,25,92,55,81,BoxPose.normal_narrow,0.6431887381138979,0.16945884346066972,0.09867620921271615,0.03289206973757207,0.06578413947514414,0.0
E1-1,3,92,0,25,92,81,55,BoxPose.short_narrow,0.6431887381138979,0.16945884346066972,0.09867620921271615,0.03289206973757207,0.06578413947514414,0.0
E1-1,4,0,43,0,110,43,25,BoxPose.short_narrow,0.6431887381138979,0.16945884346066972,0.09867620921271615,0.03289206973757207,0.06578413947514414,0.0
E1-1,5,0,55,25,92,81,55,BoxPose.short_narrow,0.6431887381138979,0.16945884346066972,0.09867620921271615,0.03289206973757207,0.06578413947514414,0.0
E1-1,6,0,55,80,110,43,25,BoxPose.short_narrow,0.6431887381138979,0.16945884346066972,0.09867620921271615,0.03289206973757207,0.06578413947514414,0.0
E1-1,7,0,86,0,110,43,25,BoxPose.short_narrow,0.6431887381138979,0.16945884346066972,0.09867620921271615,0.03289206973757207,0.06578413947514414,0.0
E1-1,8,0,98,80,110,43,25,BoxPose.short_narrow,0.6431887381138979,0.16945884346066972,0.09867620921271615,0.03289206973757207,0.06578413947514414,0.0
E1-1,9,0,129,0,110,43,25,BoxPose.short_narrow,0.6431887381138979,0.16945884346066972,0.09867620921271615,0.03289206973757207,0.06578413947514414,0.0
E1-1,10,0,136,25,92,81,55,BoxPose.short_narrow,0.6431887381138979,0.16945884346066972,0.09867620921271615,0.03289206973757207,0.06578413947514414,0.0
E1-1,11,184,0,1,92,81,55,BoxPose.short_narrow,0.6431887381138979,0.16945884346066972,0.09867620921271615,0.03289206973757207,0.06578413947514414,0.0
E1-1,12,92,0,80,110,43,25,BoxPose.short_narrow,0.6431887381138979,0.16945884346066972,0.09867620921271615,0.03289206973757207,0.06578413947514414,0.0
E1-1,13,92,81,25,92,81,55,BoxPose.short_narrow,0.6431887381138979,0.16945884346066972,0.09867620921271615,0.03289206973757207,0.06578413947514414,0.0
E1-1,14,276,0,1,92,81,55,BoxPose.short_narrow,0.6431887381138979,0.16945884346066972,0.09867620921271615,0.03289206973757207,0.06578413947514414,0.0
E1-1,15,184,81,1,92,81,55,BoxPose.short_narrow,0.6431887381138979,0.16945884346066972,0.09867620921271615,0.03289206973757207,0.06578413947514414,0.0
E1-1,16,368,0,1,92,81,55,BoxPose.short_narrow,0.6431887381138979,0.16945884346066972,0.09867620921271615,0.03289206973757207,0.06578413947514414,0.0
E1-1,17,202,0,56,110,43,25,BoxPose.short_narrow,0.6431887381138979,0.16945884346066972,0.09867620921271615,0.03289206973757207,0.06578413947514414,0.0
E1-1,18,312,0,56,110,43,25,BoxPose.short_narrow,0.6431887381138979,0.16945884346066972,0.09867620921271615,0.03289206973757207,0.06578413947514414,0.0
E1-1,19,276,81,1,92,81,55,BoxPose.short_narrow,0.6431887381138979,0.16945884346066972,0.09867620921271615,0.03289206973757207,0.06578413947514414,0.0
E1-1,20,184,43,56,110,43,25,BoxPose.short_narrow,0.6431887381138979,0.16945884346066972,0.09867620921271615,0.03289206973757207,0.06578413947514414,0.0
E1-1,21,460,0,1,92,81,55,BoxPose.short_narrow,0.6431887381138979,0.16945884346066972,0.09867620921271615,0.03289206973757207,0.06578413947514414,0.0
E1-1,22,368,81,1,92,81,55,BoxPose.short_narrow,0.6431887381138979,0.16945884346066972,0.09867620921271615,0.03289206973757207,0.06578413947514414,0.0
E1-1,23,460,81,1,92,55,81,BoxPose.normal_narrow,0.6431887381138979,0.16945884346066972,0.09867620921271615,0.03289206973757207,0.06578413947514414,0.0
