0.8604669650198308
index,x,y,z,length,width,height
1,0,0,0,64,76,103
2,0,76,0,64,76,103
3,0,152,0,64,76,103
4,64,0,0,64,76,103
5,64,76,0,64,76,103
6,64,152,0,64,76,103
7,128,0,0,64,76,103
8,128,76,0,64,76,103
9,128,152,0,64,76,103
10,192,0,0,64,76,103
11,192,76,0,64,76,103
12,192,152,0,64,76,103
13,256,0,0,64,76,103
14,256,76,0,64,76,103
15,256,152,0,64,76,103
16,320,0,0,64,76,103
17,320,76,0,64,76,103
18,320,152,0,64,76,103
19,384,0,0,64,76,103
20,384,76,0,64,76,103
21,384,152,0,64,76,103
22,448,0,0,64,76,103
23,448,76,0,64,76,103
24,448,152,0,64,76,103
25,512,0,0,64,76,103
26,512,76,0,64,76,103
27,512,152,0,64,76,103
28,0,0,103,64,76,103
29,0,76,103,62,70,95
30,0,146,103,62,70,95
31,64,0,103,62,70,95
32,64,70,103,62,70,95
33,62,140,103,62,70,95
34,126,0,103,62,70,95
35,126,70,103,62,70,95
36,124,140,103,62,70,95
37,188,0,103,62,70,95
38,188,70,103,62,70,95
39,186,140,103,62,70,95
40,250,0,103,62,70,95
41,250,70,103,62,70,95
42,248,140,103,62,70,95
43,312,0,103,62,70,95
44,312,70,103,62,70,95
45,310,140,103,62,70,95
46,374,0,103,62,70,95
47,374,70,103,62,70,95
48,372,140,103,62,70,95
49,436,0,103,62,70,95
50,436,70,103,62,70,95
51,434,140,103,62,70,95
52,498,0,103,62,70,95
53,498,70,103,62,70,95
54,560,0,103,26,49,111
55,560,49,103,26,49,111
56,560,98,103,26,49,111
57,496,140,103,26,49,111
58,522,140,103,26,49,111
59,548,147,103,26,49,111
60,496,189,103,49,26,111
61,64,0,198,25,49,21
62,89,0,198,25,49,21
63,114,0,198,25,49,21
64,139,0,198,25,49,21
65,164,0,198,25,49,21
66,189,0,198,25,49,21
67,214,0,198,25,49,21
68,239,0,198,25,49,21
69,264,0,198,25,49,21
70,289,0,198,25,49,21
71,314,0,198,25,49,21
72,339,0,198,25,49,21
73,364,0,198,25,49,21
74,389,0,198,25,49,21
75,414,0,198,25,49,21
76,439,0,198,25,49,21
77,464,0,198,25,49,21
78,489,0,198,25,49,21
79,514,0,198,25,49,21
80,64,49,198,25,49,21
81,89,49,198,25,49,21
82,114,49,198,25,49,21
