0.8506404534188202
index,x,y,z,length,width,height
1,0,0,0,63,70,90
2,0,70,0,63,70,90
3,0,140,0,63,70,90
4,63,0,0,63,70,90
5,63,70,0,63,70,90
6,63,140,0,63,70,90
7,126,0,0,63,70,90
8,126,70,0,63,70,90
9,126,140,0,63,70,90
10,189,0,0,63,70,90
11,189,70,0,63,70,90
12,189,140,0,63,70,90
13,252,0,0,63,70,90
14,252,70,0,63,70,90
15,252,140,0,63,70,90
16,315,0,0,63,70,90
17,315,70,0,54,76,80
18,315,146,0,54,76,80
19,378,0,0,54,76,80
20,369,76,0,54,76,80
21,369,152,0,54,76,80
22,432,0,0,54,76,80
23,423,76,0,54,76,80
24,423,152,0,54,76,80
25,486,0,0,54,76,80
26,477,76,0,54,76,80
27,477,152,0,54,76,80
28,531,76,0,54,76,80
29,531,152,0,54,76,80
30,0,0,90,54,76,80
31,0,76,90,54,76,80
32,0,152,90,54,76,80
33,54,0,90,54,76,80
34,54,76,90,54,76,80
35,54,152,90,54,76,80
36,108,0,90,54,76,80
37,108,76,90,54,76,80
38,108,152,90,54,76,80
39,162,0,90,54,76,80
40,0,0,170,85,94,39
41,0,94,170,85,94,39
42,85,0,170,85,94,39
43,85,94,170,85,94,39
44,170,0,170,85,94,39
45,162,76,90,85,94,39
46,162,76,129,85,94,39
47,170,94,168,85,94,39
48,255,0,90,85,94,39
49,247,1,129,85,94,39
50,247,94,90,85,94,39
51,255,1,168,85,94,39
52,247,95,129,85,94,39
53,255,95,168,85,94,39
54,340,0,90,39,85,94
55,340,85,80,39,85,94
56,379,0,80,39,85,94
57,379,85,80,39,85,94
58,418,0,80,39,85,94
59,418,85,80,39,85,94
60,379,0,174,78,84,28
61,379,84,174,78,84,28
62,162,170,90,84,28,78
63,332,170,80,78,28,84
64,162,198,90,78,28,84
65,240,198,90,78,28,84
66,318,198,80,78,28,84
67,457,0,80,28,78,84
68,457,78,80,28,78,84
69,396,198,80,78,28,84
70,485,0,80,28,78,84
71,485,78,80,28,78,84
72,410,170,80,78,28,84
73,513,0,80,28,78,84
74,457,0,164,78,84,28
75,513,78,80,28,78,84
76,457,84,164,78,84,28
77,541,0,80,28,78,84
78,541,78,80,28,78,84
79,488,156,80,78,28,84
80,488,184,80,78,28,84
81,457,0,192,78,84,28
82,457,84,192,78,84,28
83,535,0,164,45,69,50
84,540,0,0,45,50,69
85,535,69,164,45,69,50
86,535,138,164,45,69,50
87,340,168,174,69,50,45
88,409,168,174,69,50,45
89,0,188,170,69,45,50
90,69,188,170,69,45,50
