0.8072099282078006
index,x,y,z,length,width,height
1,0,0,0,58,63,103
2,0,63,0,58,63,103
3,0,126,0,58,63,103
4,58,0,0,58,63,103
5,58,63,0,58,63,103
6,58,126,0,58,63,103
7,116,0,0,58,63,103
8,116,63,0,58,63,103
9,0,0,103,56,61,106
10,0,61,103,56,61,106
11,0,122,103,56,61,106
12,56,0,103,56,61,106
13,56,61,103,56,61,106
14,56,122,103,56,61,106
15,112,0,103,56,61,106
16,112,61,103,56,61,106
17,112,122,103,56,61,106
18,168,0,103,56,61,106
19,168,61,103,56,63,97
20,168,124,103,56,63,97
21,116,126,0,56,63,97
22,224,0,1,56,63,97
23,224,0,98,56,63,97
24,174,63,0,56,63,97
25,224,63,97,56,63,97
26,172,126,0,56,63,97
27,224,126,97,56,63,97
28,230,63,0,39,102,78
29,0,183,103,78,39,102
30,78,183,103,78,39,102
31,0,189,0,78,39,102
32,78,189,0,78,39,102
33,156,189,0,78,39,102
34,280,0,1,64,68,71
35,280,0,72,64,68,71
36,269,68,1,64,68,71
37,280,68,72,64,68,71
38,269,136,1,64,68,71
39,280,136,72,64,68,71
40,156,187,102,67,39,85
41,344,0,1,39,67,85
42,344,0,86,39,67,85
43,344,67,1,39,67,85
44,344,67,86,39,67,85
45,344,134,1,39,67,85
46,344,134,86,39,67,85
47,383,0,1,39,67,85
48,383,0,86,39,67,85
49,383,67,1,39,67,85
50,383,67,86,39,67,85
51,383,134,1,39,67,85
52,383,134,86,39,67,85
53,422,0,1,39,67,85
54,280,0,171,81,97,27
55,361,0,171,81,97,27
56,422,0,86,27,97,81
57,422,67,1,27,97,81
58,280,97,171,81,97,27
59,361,97,171,81,97,27
60,174,0,0,35,56,100
61,422,97,82,35,100,56
62,461,0,1,35,56,100
63,449,0,101,35,56,100
64,461,56,1,35,56,100
65,457,56,101,35,56,100
66,457,112,1,35,56,100
67,457,168,1,36,46,113
68,496,0,1,36,46,113
69,492,0,114,36,113,46
70,492,0,160,36,113,46
71,496,46,1,36,46,113
72,496,92,1,36,46,113
73,457,113,114,36,113,46
74,442,112,160,36,113,46
75,478,113,160,36,113,46
76,493,113,114,36,113,46
77,493,138,1,36,46,113
78,493,184,1,36,46,113
79,532,0,1,36,46,113
80,528,0,114,36,113,46
81,528,0,160,36,113,46
82,532,46,1,40,50,91
83,532,96,1,40,50,91
84,529,113,114,40,50,91
85,529,146,1,40,50,91
86,529,163,92,40,50,91
87,422,164,1,35,54,80
88,529,196,1,54,35,80
89,514,163,183,48,61,30
90,223,194,143,61,30,48
91,284,194,143,48,30,61
92,332,194,171,61,30,48
93,333,201,1,48,30,61
94,344,201,62,48,30,61
95,344,201,123,61,30,48
96,280,0,143,30,101,26
97,310,0,143,30,101,26
98,224,63,194,30,101,26
99,234,189,0,26,30,101
100,260,204,1,30,26,101
101,290,204,1,30,26,101
