0.8390521050116286
index,x,y,z,length,width,height
1,0,0,0,33,92,113
2,0,92,0,33,92,113
3,33,0,0,33,92,113
4,33,92,0,33,92,113
5,66,0,0,33,92,113
6,66,92,0,33,92,113
7,0,184,0,92,33,113
8,99,0,0,33,92,113
9,99,92,0,33,92,113
10,132,0,0,33,92,113
11,132,92,0,33,92,113
12,165,0,0,33,92,113
13,165,92,0,33,92,113
14,92,184,0,92,33,113
15,198,0,0,33,92,113
16,0,0,113,39,119,59
17,39,0,113,39,119,59
18,78,0,113,39,119,59
19,117,0,113,39,119,59
20,0,119,113,119,39,59
21,0,158,113,119,39,59
22,156,0,113,39,119,59
23,195,0,113,39,119,59
24,234,0,1,39,119,59
25,119,119,113,119,39,59
26,119,158,113,119,39,59
27,273,0,1,39,59,119
28,273,59,1,39,59,119
29,273,118,1,39,59,119
30,184,184,0,119,39,59
31,312,0,1,39,59,119
32,312,59,1,39,59,119
33,312,118,1,39,59,119
34,351,0,1,39,59,119
35,234,0,120,47,116,49
36,281,0,120,47,116,49
37,328,0,120,47,116,49
38,238,116,120,47,116,49
39,285,116,120,47,116,49
40,332,116,120,47,116,49
41,303,177,1,47,49,116
42,184,184,59,116,47,49
43,390,0,1,47,49,116
44,375,0,120,47,116,49
45,390,49,1,47,49,116
46,351,98,1,47,49,116
47,379,116,117,47,116,49
48,351,147,1,47,49,116
49,437,0,1,47,49,116
50,422,0,117,47,116,49
51,437,49,1,47,49,116
52,398,98,1,47,49,116
53,426,116,117,47,116,49
54,398,147,1,47,49,116
55,484,0,1,47,49,116
56,469,0,117,47,116,49
57,484,49,1,44,68,79
58,445,117,1,44,68,79
59,445,185,1,68,44,79
60,531,0,1,44,68,79
61,531,0,80,44,68,79
62,528,68,1,44,68,79
63,516,68,80,44,68,79
64,473,136,80,44,68,79
65,517,136,1,44,68,79
66,517,136,80,44,68,79
67,0,0,172,68,79,44
68,0,79,172,68,79,44
69,68,0,172,68,79,44
70,68,79,172,64,92,33
71,0,197,113,64,33,92
72,64,197,113,64,33,92
73,136,0,172,64,92,33
74,132,92,172,64,92,33
75,128,197,113,64,33,92
76,200,0,172,64,92,33
77,196,92,172,64,92,33
78,198,92,0,33,64,92
79,264,0,169,64,92,33
80,260,92,169,64,92,33
81,231,119,1,33,64,92
82,328,0,169,64,92,33
83,516,0,159,49,52,54
84,516,52,159,49,52,54
85,516,104,159,49,52,54
86,473,156,159,49,52,54
87,522,156,159,49,52,54
88,392,0,169,52,54,49
89,444,0,166,52,54,49
90,392,54,169,52,54,49
91,444,54,166,49,52,54
92,324,92,169,52,54,49
93,444,106,166,52,49,54
94,376,108,169,52,54,49
95,324,146,169,52,54,49
96,231,0,60,35,75,45
97,376,162,169,75,35,45
98,192,184,172,75,35,45
99,350,196,1,45,35,75
100,395,196,1,45,35,75
101,376,197,169,75,35,45
102,351,59,1,30,37,99
103,484,49,80,29,57,33
104,0,158,172,57,29,33
105,267,184,169,57,29,33
106,350,196,76,57,29,33
107,192,197,108,29,33,57
108,473,204,80,33,29,57
109,506,204,80,33,29,57
110,513,204,1,33,29,57
111,539,204,58,33,29,57
112,546,204,1,33,29,57
113,231,75,60,28,37,52
114,445,98,80,28,52,37
115,489,117,1,28,37,52
116,445,150,80,28,52,37
117,324,200,169,52,28,37
