0.8846452696976566
index,x,y,z,length,width,height
1,0,0,0,55,75,98
2,0,75,0,55,75,98
3,0,150,0,55,75,98
4,55,0,0,55,75,98
5,55,75,0,55,75,98
6,55,150,0,55,75,98
7,110,0,0,55,75,98
8,110,75,0,55,75,98
9,110,150,0,55,75,98
10,165,0,0,55,75,98
11,165,75,0,55,75,98
12,165,150,0,55,75,98
13,220,0,0,55,75,98
14,220,75,0,55,75,98
15,220,150,0,55,75,98
16,275,0,0,55,75,98
17,275,75,0,55,75,98
18,275,150,0,55,75,98
19,330,0,0,55,75,98
20,330,75,0,55,75,98
21,330,150,0,55,75,98
22,385,0,0,55,75,98
23,385,75,0,55,75,98
24,385,150,0,55,75,98
25,440,0,0,55,75,98
26,440,75,0,55,75,98
27,440,150,0,55,75,98
28,495,0,0,55,75,98
29,495,75,0,55,75,98
30,495,150,0,55,75,98
31,0,0,98,55,75,98
32,0,75,98,55,75,98
33,0,150,98,55,75,98
34,55,0,98,55,75,98
35,55,75,98,55,75,98
36,55,150,98,55,75,98
37,110,0,98,55,75,98
38,110,75,98,55,75,98
39,110,150,98,55,75,98
40,165,0,98,55,75,98
41,165,75,98,39,59,60
42,165,134,98,39,59,60
43,220,0,98,39,59,60
44,220,59,98,39,59,60
45,204,118,98,39,59,60
46,165,193,98,59,39,60
47,259,0,98,39,59,60
48,259,59,98,39,59,60
49,243,118,98,39,59,60
50,224,177,98,59,39,60
51,298,0,98,39,59,60
52,298,59,98,39,59,60
53,282,118,98,39,59,60
54,337,0,98,39,59,60
55,337,59,98,39,59,60
56,321,118,98,39,59,60
57,283,177,98,59,39,60
58,376,0,98,39,59,60
59,376,59,98,39,59,60
60,360,118,98,39,59,60
61,342,177,98,59,39,60
62,415,0,98,39,59,60
63,415,59,98,39,59,60
64,399,118,98,39,59,60
65,454,0,98,39,59,60
66,454,59,98,39,59,60
67,438,118,98,39,59,60
68,401,177,98,59,39,60
69,493,0,98,39,59,60
70,493,59,98,39,59,60
71,477,118,98,39,59,60
72,460,177,98,59,39,60
73,532,0,98,39,59,60
74,532,59,98,39,59,60
75,516,118,98,39,59,60
76,519,177,98,59,39,60
77,220,0,158,39,59,60
78,259,0,158,39,59,60
79,298,0,158,39,59,60
80,337,0,158,39,59,60
81,376,0,158,39,59,60
82,415,0,158,39,59,60
83,454,0,158,39,59,60
84,493,0,158,39,59,60
85,532,0,158,39,59,60
86,220,59,158,39,59,60
87,259,59,158,39,59,60
88,298,59,158,39,59,60
89,337,59,158,39,59,60
90,376,59,158,39,59,60
91,415,59,158,39,59,60
92,454,59,158,39,59,60
93,493,59,158,39,59,60
94,532,59,158,39,59,60
95,165,75,158,39,59,60
96,204,118,158,39,59,60
97,243,118,158,39,59,60
98,282,118,158,39,59,60
99,321,118,158,39,59,60
100,360,118,158,39,59,60
101,399,118,158,39,59,60
102,438,118,158,39,59,60
103,477,118,158,39,59,60
104,516,118,158,39,59,60
105,550,0,0,32,40,60
106,550,40,0,32,40,60
107,550,80,0,32,40,60
108,555,118,60,32,40,60
109,555,118,120,32,40,60
110,555,118,180,32,60,40
111,550,120,0,32,40,60
112,165,134,158,32,40,60
113,550,160,0,32,40,60
114,165,174,158,32,40,60
115,197,177,158,32,40,60
116,229,177,158,32,40,60
117,261,177,158,32,40,60
118,293,177,158,32,40,60
119,325,177,158,32,40,60
120,357,177,158,32,40,60
121,389,177,158,32,40,60
122,421,177,158,32,40,60
123,453,177,158,32,40,60
124,485,177,158,32,40,60
125,517,177,158,32,40,60
