0.8835493768282883
index,x,y,z,length,width,height
1,0,0,0,73,99,120
2,0,99,0,73,99,120
3,73,0,0,73,99,120
4,73,99,0,73,99,120
5,146,0,0,73,99,120
6,146,99,0,55,81,92
7,219,0,0,55,81,92
8,219,81,0,55,81,92
9,274,0,0,55,81,92
10,274,81,0,55,81,92
11,201,162,0,81,55,92
12,329,0,0,62,67,97
13,329,67,0,62,67,97
14,329,134,0,62,67,97
15,391,0,0,62,67,97
16,391,67,0,62,67,97
17,391,134,0,62,67,97
18,453,0,0,62,67,97
19,453,67,0,48,70,111
20,453,137,0,48,70,111
21,515,0,0,48,70,111
22,501,70,0,48,70,111
23,501,140,0,48,70,111
24,0,0,120,48,111,70
25,0,111,120,48,111,70
26,48,0,120,48,111,70
27,48,111,120,48,111,70
28,96,0,120,48,111,70
29,96,111,120,48,111,70
30,144,0,120,48,111,70
31,219,0,92,44,81,94
32,263,0,92,44,81,94
33,219,81,92,44,81,94
34,263,81,92,44,81,94
35,146,162,92,81,44,94
36,227,162,92,81,44,94
37,307,0,97,44,81,94
38,351,0,97,44,81,94
39,395,0,97,44,81,94
40,439,0,97,72,46,98
41,511,0,111,46,72,98
42,439,46,111,46,72,98
43,485,72,111,46,72,98
44,531,72,111,46,72,98
45,307,81,97,46,72,98
46,353,81,97,46,72,98
47,144,111,120,72,46,98
48,399,118,97,46,72,98
49,0,0,190,76,108,30
50,76,0,190,76,108,30
51,152,0,190,76,108,30
52,228,0,186,76,108,30
53,549,70,0,30,76,108
54,0,108,190,76,108,30
55,216,108,186,76,108,30
56,445,118,111,30,76,108
57,475,144,111,30,76,108
58,505,144,111,30,76,108
59,535,144,111,30,76,108
60,549,146,0,30,76,108
61,0,198,0,84,30,85
62,84,198,0,84,30,85
63,282,201,0,84,30,85
64,366,201,0,84,30,85
65,308,201,85,84,30,85
66,192,0,120,25,110,43
67,304,0,191,110,43,25
68,304,43,195,43,110,25
69,347,43,195,43,110,25
70,390,43,195,43,110,25
71,76,108,190,43,110,25
72,292,153,195,110,43,25
73,308,196,170,110,25,43
74,144,206,85,43,25,110
75,450,207,0,43,25,110
76,557,0,111,28,33,81
77,557,33,111,28,33,81
78,399,81,97,28,33,81
79,308,153,97,28,33,81
80,336,153,97,28,33,81
81,364,153,97,28,33,81
82,282,162,0,28,33,81
83,418,194,97,28,33,81
84,0,198,85,81,28,33
85,192,0,163,26,95,27
86,414,0,195,71,32,25
87,146,99,92,71,32,25
88,168,180,0,25,32,71
89,402,153,195,34,36,25
90,144,157,186,25,36,34
91,169,157,186,25,36,34
92,418,190,178,25,34,36
93,81,198,85,36,25,34
94,187,206,92,34,25,36
95,187,206,128,34,25,36
96,221,206,92,34,25,36
97,221,206,128,34,25,36
98,255,206,92,34,25,36
99,485,0,195,23,33,25
100,557,0,192,23,33,25
101,563,0,0,23,25,33
102,563,0,33,23,25,33
103,563,0,66,23,25,33
104,563,25,0,23,25,33
105,563,25,33,23,25,33
