0.8793749472409422
index,x,y,z,length,width,height
1,0,0,0,73,99,120
2,0,99,0,73,99,120
3,73,0,0,73,99,120
4,73,99,0,73,99,120
5,146,0,0,73,99,120
6,146,99,0,73,99,120
7,219,0,0,73,99,120
8,219,99,0,73,99,120
9,292,0,0,73,99,120
10,292,99,0,73,99,120
11,365,0,0,73,99,120
12,365,99,0,73,99,120
13,438,0,0,73,99,120
14,438,99,0,73,99,120
15,511,0,0,73,99,120
16,511,99,0,55,81,92
17,0,0,120,55,81,92
18,0,81,120,55,81,92
19,55,0,120,55,81,92
20,55,81,120,55,81,92
21,0,162,120,81,55,92
22,110,0,120,55,81,92
23,110,81,120,55,81,92
24,81,162,120,81,55,92
25,165,0,120,55,81,92
26,165,81,120,55,81,92
27,220,0,120,55,81,92
28,220,81,120,55,81,92
29,162,162,120,81,55,92
30,275,0,120,55,81,92
31,275,81,120,55,81,92
32,243,162,120,81,55,92
33,330,0,120,55,81,92
34,330,81,120,55,81,92
35,385,0,120,55,81,92
36,385,81,120,55,81,92
37,324,162,120,81,55,92
38,0,198,0,76,30,108
39,76,198,0,76,30,108
40,152,198,0,76,30,108
41,228,198,0,76,30,108
42,304,198,0,76,30,108
43,440,0,120,30,108,76
44,440,108,120,30,108,76
45,380,198,0,76,30,108
46,470,0,120,30,108,76
47,470,108,120,30,108,76
48,500,0,120,30,108,76
49,500,108,120,30,108,76
50,530,0,120,30,108,76
51,530,108,92,30,108,76
52,456,198,0,108,30,76
53,560,0,120,25,110,43
54,560,0,163,25,110,43
55,530,108,168,25,110,43
56,560,110,92,25,110,43
57,560,110,135,25,110,43
58,405,162,120,28,33,81
59,405,195,120,28,33,81
