0.7739020964704771
index,x,y,z,length,width,height
1,0,0,0,72,77,105
2,0,77,0,72,77,105
3,0,154,0,72,77,105
4,72,0,0,72,77,105
5,72,77,0,72,77,105
6,72,154,0,72,77,105
7,144,0,0,72,77,105
8,144,77,0,72,77,105
9,144,154,0,72,77,105
10,216,0,0,72,77,105
11,216,77,0,72,77,105
12,216,154,0,72,77,105
13,288,0,0,72,77,105
14,288,77,0,72,77,105
15,288,154,0,72,77,105
16,360,0,0,72,77,105
17,360,77,0,72,77,105
18,360,154,0,72,77,105
19,432,0,0,72,77,105
20,432,77,0,72,77,105
21,432,154,0,72,77,105
22,504,0,0,72,77,105
23,504,77,0,72,77,105
24,504,154,0,72,77,105
25,0,0,105,48,78,79
26,0,78,105,48,78,79
27,48,0,105,48,78,79
28,48,78,105,48,78,79
29,0,156,105,78,48,79
30,96,0,105,48,78,79
31,96,78,105,48,78,79
32,144,0,105,48,78,79
33,144,78,105,48,78,79
34,78,156,105,78,48,79
35,192,0,105,48,78,79
36,192,78,105,48,78,79
37,156,156,105,78,48,79
38,240,0,105,48,78,79
39,240,78,105,48,78,79
40,288,0,105,48,78,79
41,288,78,105,48,78,79
42,234,156,105,78,48,79
43,336,0,105,48,78,79
44,336,78,105,48,78,79
45,384,0,105,48,78,79
46,384,78,105,48,78,79
47,312,156,105,78,48,79
48,432,0,105,48,78,79
49,432,78,105,48,78,79
50,390,156,105,78,48,79
51,480,0,105,48,78,79
52,480,78,105,48,78,79
53,528,0,105,48,78,79
54,528,78,105,48,78,79
55,468,156,105,45,54,91
56,513,156,105,45,54,91
