0.8290400144634595
index,x,y,z,length,width,height
1,0,0,0,51,79,118
2,0,79,0,51,79,118
3,51,0,0,51,79,118
4,51,79,0,51,79,118
5,0,158,0,79,51,118
6,102,0,0,51,79,118
7,102,79,0,51,79,118
8,153,0,0,51,79,118
9,153,79,0,51,79,118
10,79,158,0,79,51,118
11,204,0,0,51,79,118
12,204,79,0,51,79,118
13,158,158,0,79,51,118
14,255,0,0,51,79,118
15,255,79,0,51,79,118
16,306,0,0,51,79,118
17,237,158,0,55,60,95
18,292,158,0,55,60,95
19,357,0,0,55,60,95
20,357,60,0,55,60,95
21,347,120,0,55,60,95
22,412,0,0,55,60,95
23,412,60,0,55,60,95
24,402,120,0,55,60,95
25,467,0,0,55,60,95
26,467,60,0,55,60,95
27,457,120,0,55,60,95
28,522,0,0,55,60,95
29,522,60,0,55,60,95
30,512,120,0,55,60,95
31,347,180,0,66,52,80
32,413,180,0,66,52,80
33,479,180,0,66,52,80
34,0,0,118,52,66,80
35,0,66,118,52,66,80
36,0,132,118,52,66,80
37,52,0,118,52,66,80
38,52,66,118,52,66,80
39,52,132,118,52,66,80
40,104,0,118,52,66,80
41,104,66,118,52,66,80
42,104,132,118,52,66,80
43,156,0,118,52,66,80
44,156,66,118,52,66,80
45,357,0,95,35,70,84
46,392,0,95,35,70,84
47,427,0,95,35,70,84
48,462,0,95,35,70,84
49,497,0,95,35,70,84
50,532,0,95,35,70,84
51,357,70,95,35,70,84
52,392,70,95,35,70,84
53,427,70,95,35,70,84
54,462,70,95,35,70,84
55,208,0,118,52,58,64
56,260,0,118,52,58,64
57,208,58,118,52,58,64
58,260,58,118,52,58,64
59,497,70,95,52,58,64
60,208,116,118,52,58,64
61,260,116,118,52,58,64
62,497,128,95,52,58,64
63,156,132,118,52,58,64
64,312,140,95,52,58,64
65,364,140,95,52,58,64
66,416,140,95,52,58,64
67,208,174,118,52,58,64
68,260,174,95,52,58,64
69,312,0,118,23,109,73
70,497,70,159,73,109,23
71,312,140,159,109,73,23
72,0,198,118,109,23,73
73,0,209,0,73,23,109
74,73,209,0,73,23,109
75,146,209,0,73,23,109
76,208,0,182,73,109,23
77,281,0,191,73,109,23
78,354,0,179,73,109,23
79,427,1,182,73,109,23
80,500,1,182,73,109,23
81,208,109,182,73,109,23
82,281,109,182,73,109,23
83,354,109,182,73,109,23
84,427,110,182,73,109,23
85,500,110,182,73,109,23
86,549,70,95,36,76,57
87,306,79,0,36,57,76
88,549,146,95,36,76,57
89,156,132,182,31,86,32
90,545,180,0,31,32,86
91,468,186,80,31,32,86
92,499,186,80,31,32,86
93,109,198,118,31,32,86
94,312,198,95,86,31,32
95,312,198,127,86,31,32
96,306,79,76,32,42,42
97,156,190,118,32,42,42
98,398,198,80,42,32,42
