index,x,y,z,length,width,height
1,0,0,0,61,106,56
2,61,0,0,61,106,56
3,122,0,0,61,106,56
4,183,0,0,61,106,56
5,244,0,0,61,106,56
6,305,0,0,61,106,56
7,366,0,0,61,106,56
8,427,0,0,61,106,56
9,488,0,0,61,106,56
10,0,0,56,106,61,56
11,0,106,0,61,106,56
12,106,0,56,61,106,56
13,61,106,0,61,106,56
14,167,0,56,61,106,56
15,122,106,0,61,106,56
16,228,0,56,61,106,56
17,183,106,0,61,106,56
18,289,0,56,61,106,56
19,244,106,0,61,106,56
20,0,61,56,78,102,39
21,78,106,56,78,102,39
22,156,106,56,78,102,39
23,234,106,56,78,102,39
24,350,0,56,78,102,39
25,305,106,0,78,102,39
26,312,106,39,78,102,39
27,428,0,56,78,102,39
28,383,106,0,78,102,39
29,390,106,39,78,102,39
30,506,0,56,78,102,39
31,461,106,0,78,102,39
32,468,106,39,78,102,39
33,0,0,112,102,78,39
34,102,0,112,78,102,39
35,1,78,95,78,102,39
36,180,0,112,78,102,39
37,79,106,95,78,102,39
38,157,106,95,78,102,39
39,258,0,112,78,102,39
40,235,106,95,81,97,27
41,235,102,122,81,97,27
42,336,0,112,81,97,27
43,316,102,112,81,97,27
44,417,0,95,81,97,27
45,397,97,95,81,97,27
46,397,97,122,81,97,27
47,498,0,95,81,97,27
48,417,0,122,81,97,27
49,478,97,95,81,97,27
50,0,0,151,100,56,35
51,1,78,134,56,100,35
52,100,0,151,56,100,35
53,57,102,134,56,100,35
54,156,0,151,56,100,35
55,113,102,134,56,100,35
56,212,0,151,56,100,35
57,169,102,134,56,100,35
58,268,0,151,56,100,35
59,225,102,149,56,100,35
60,324,0,151,56,100,35
61,281,102,149,56,100,35
62,380,0,149,56,100,35
63,337,100,139,56,100,35
64,436,0,149,56,100,35
65,492,0,149,56,100,35
66,393,100,149,56,100,35
67,449,100,149,46,113,36
68,495,100,122,46,113,36
69,1,56,169,46,113,36
70,47,56,169,46,113,36
71,337,100,174,46,113,36
72,495,100,158,46,113,36
73,93,100,169,46,113,36
74,139,100,169,46,113,36
75,539,106,0,46,113,36
76,1,169,169,91,50,40
77,185,0,186,30,101,26
78,215,0,186,30,101,26
79,245,0,186,30,101,26
80,275,0,186,30,101,26
81,305,0,186,30,101,26
82,548,0,122,30,101,26
83,548,0,148,30,101,26
84,548,0,174,30,101,26
85,549,0,0,30,101,26
86,549,0,26,30,101,26
87,383,1,184,30,101,26
88,413,1,184,30,101,26
89,443,1,185,30,101,26
90,185,101,169,30,101,26
91,215,101,184,30,101,26
92,245,101,184,30,101,26
container,,,,587, 233, 220
