index,x,y,z,length,width,height
1,0,0,0,80,100,72
2,80,0,0,80,100,72
3,160,0,0,80,100,72
4,240,0,0,80,100,72
5,320,0,0,80,100,72
6,400,0,0,80,100,72
7,480,0,0,80,100,72
8,0,0,72,100,80,72
9,0,100,0,80,100,72
10,100,0,72,80,100,72
11,80,100,0,80,100,72
12,180,0,72,80,100,72
13,160,100,0,80,100,72
14,260,0,72,80,100,72
15,240,100,0,80,100,72
16,340,0,72,80,100,72
17,320,100,0,80,100,72
18,420,0,72,80,100,72
19,400,100,0,80,100,72
20,500,0,72,80,100,72
21,0,80,72,77,87,43
22,77,100,72,77,87,43
23,154,100,72,77,87,43
24,231,100,72,77,87,43
25,308,100,72,77,87,43
26,385,100,72,77,87,43
27,462,100,72,77,87,43
28,480,100,0,77,87,43
29,0,0,144,87,77,43
30,0,80,115,77,87,43
31,87,0,144,77,87,43
32,77,100,115,77,87,43
33,164,0,144,77,87,43
34,154,100,115,77,87,43
35,241,0,144,77,87,43
36,231,100,115,77,87,43
37,318,0,144,77,87,43
38,308,100,115,77,87,43
39,395,0,144,77,87,43
40,385,100,115,77,87,43
41,472,0,144,77,87,43
42,462,87,144,54,88,39
43,462,175,115,88,54,39
44,516,87,144,54,88,39
45,1,87,158,88,54,39
46,89,87,158,54,88,39
47,143,87,158,54,88,39
48,197,87,158,54,88,39
49,251,87,158,54,88,39
50,305,87,158,54,88,39
51,359,87,158,54,88,39
52,1,141,158,54,88,39
53,55,175,158,88,54,39
54,143,175,158,88,54,39
55,231,175,158,88,54,39
56,319,175,158,88,54,39
57,407,175,158,88,54,39
58,495,175,154,88,54,39
59,413,87,183,94,54,36
60,507,87,183,40,83,36
61,539,100,43,40,83,36
62,539,100,79,40,83,36
63,1,187,72,83,40,36
64,1,187,108,83,40,36
65,84,187,72,83,40,36
66,84,187,108,83,40,36
67,167,187,72,83,40,36
68,167,187,108,83,40,36
69,250,187,72,83,40,36
70,250,187,108,83,40,36
71,333,187,72,83,40,36
72,333,187,108,83,40,36
73,416,187,72,83,40,36
74,480,187,0,83,40,36
75,480,187,36,83,40,36
76,499,187,72,83,40,36
container,,,,587, 233, 220
