index,x,y,z,length,width,height
1,0,0,0,84,85,72
2,84,0,0,84,85,72
3,168,0,0,84,85,72
4,252,0,0,84,85,72
5,336,0,0,84,85,72
6,420,0,0,84,85,72
7,0,0,72,85,84,72
8,0,85,0,84,85,72
9,85,0,72,84,85,72
10,84,85,0,84,85,72
11,0,84,72,76,103,64
12,76,85,72,76,103,64
13,169,0,72,76,103,64
14,168,85,0,76,103,64
15,245,0,72,76,103,64
16,244,85,0,76,103,64
17,152,103,72,76,103,64
18,228,103,64,76,103,64
19,321,0,72,70,95,62
20,320,85,0,70,95,62
21,304,103,64,70,95,62
22,391,0,72,70,95,62
23,390,85,0,70,95,62
24,374,95,62,70,95,62
25,461,0,72,76,86,38
26,460,85,0,76,86,38
27,444,95,62,76,86,38
28,444,95,100,76,86,38
29,0,0,144,86,76,38
30,0,84,136,76,86,38
31,86,0,144,76,86,38
32,162,0,144,76,86,38
33,76,86,136,76,86,38
34,152,86,136,76,86,38
35,238,0,136,76,86,38
36,228,86,136,76,86,38
37,314,0,136,52,98,44
38,304,103,126,52,98,44
39,366,0,134,52,98,44
40,356,98,126,52,98,44
41,418,0,134,98,52,44
42,520,86,38,52,98,44
43,520,86,82,52,98,44
44,520,1,126,52,98,44
45,520,99,126,52,98,44
46,504,0,0,48,71,47
47,537,0,47,48,71,47
48,418,52,138,71,48,47
49,516,1,170,48,71,47
50,489,72,170,48,71,47
51,537,72,170,48,71,47
52,304,98,170,48,71,47
53,352,98,170,48,71,47
54,408,100,138,48,71,47
55,456,143,138,48,71,47
56,504,143,170,48,71,47
57,304,169,170,71,48,47
58,0,170,0,71,48,47
59,0,170,136,71,48,47
60,0,0,182,49,111,26
61,49,0,182,49,111,26
62,98,0,182,49,111,26
63,147,0,182,49,111,26
64,196,0,182,49,111,26
65,245,0,174,49,111,26
66,400,1,185,49,111,26
67,536,71,0,49,111,26
68,71,111,174,49,111,26
69,120,111,174,49,111,26
70,294,0,180,43,90,33
71,337,0,180,43,90,33
72,169,111,174,43,90,33
73,212,111,174,43,90,33
74,255,111,174,43,90,33
75,400,112,185,43,90,33
76,443,112,185,43,90,33
77,71,170,0,90,43,33
78,71,170,33,90,43,33
79,460,171,0,51,60,41
80,320,180,0,60,51,41
81,380,180,0,60,51,41
82,444,181,41,60,51,41
83,444,181,82,60,51,41
84,0,187,66,74,42,40
85,74,188,66,74,42,40
86,71,188,106,74,42,40
87,161,188,0,74,42,40
88,408,171,138,48,61,39
89,511,184,1,61,48,39
90,511,184,40,61,48,39
91,504,184,79,61,48,39
92,461,0,110,37,73,23
93,537,0,94,37,73,23
94,449,1,185,37,73,23
95,460,85,38,37,73,23
96,145,172,136,73,37,23
97,218,172,136,73,37,23
98,71,172,146,73,37,23
99,161,188,40,73,37,23
100,234,188,40,73,37,23
101,235,188,0,73,37,23
102,0,111,174,36,48,31
103,0,159,183,36,48,31
104,456,100,138,48,36,31
105,374,190,41,48,36,31
106,374,190,72,48,36,31
107,356,196,126,48,36,31
108,504,197,118,48,36,31
109,504,0,47,25,49,21
110,552,0,0,25,49,21
111,552,0,21,25,49,21
112,486,1,178,25,49,21
113,36,111,174,25,49,21
114,36,111,195,25,49,21
115,552,143,170,25,49,21
116,552,143,191,25,49,21
117,36,160,183,25,49,21
118,375,169,170,25,49,21
119,375,169,191,25,49,21
120,320,180,41,25,49,21
121,345,180,41,25,49,21
container,,,,587, 233, 220
