index,x,y,z,length,width,height
1,0,0,0,70,90,63
2,70,0,0,70,90,63
3,140,0,0,70,90,63
4,210,0,0,70,90,63
5,280,0,0,70,90,63
6,350,0,0,70,90,63
7,420,0,0,70,90,63
8,490,0,0,70,90,63
9,0,0,63,90,70,63
10,0,90,0,70,90,63
11,90,0,63,70,90,63
12,70,90,0,70,90,63
13,160,0,63,70,90,63
14,140,90,0,70,90,63
15,230,0,63,70,90,63
16,210,90,0,70,90,63
17,0,70,63,76,80,54
18,76,90,63,76,80,54
19,152,90,63,76,80,54
20,0,150,63,76,80,54
21,300,0,63,76,80,54
22,228,90,63,76,80,54
23,280,90,0,76,80,54
24,376,0,63,76,80,54
25,304,80,63,76,80,54
26,356,90,0,76,80,54
27,452,0,63,76,80,54
28,380,80,63,76,80,54
29,432,90,0,76,80,54
30,456,80,63,80,76,54
31,508,90,0,76,80,54
32,0,0,126,76,80,54
33,76,0,126,76,80,54
34,0,80,117,76,80,54
35,152,0,126,76,80,54
36,76,90,117,76,80,54
37,228,0,126,76,80,54
38,152,90,117,76,80,54
39,304,0,117,76,80,54
40,228,80,126,85,94,39
41,380,0,117,85,94,39
42,465,0,117,85,94,39
43,313,94,117,85,94,39
44,398,94,117,85,94,39
45,483,94,117,94,85,39
46,0,0,180,85,94,39
47,85,0,180,85,94,39
48,170,0,180,85,94,39
49,255,0,180,85,94,39
50,340,0,171,85,94,39
51,313,94,156,85,94,39
52,425,0,156,85,94,39
53,398,94,156,85,94,39
54,483,94,156,94,85,39
55,0,94,171,94,85,39
56,94,94,171,85,94,39
57,179,94,171,85,94,39
58,510,0,156,50,69,45
59,528,0,63,50,69,45
60,536,69,63,50,69,45
61,536,138,54,50,69,45
62,456,156,54,50,69,45
63,0,160,117,50,69,45
64,304,160,54,50,69,45
65,354,160,54,50,69,45
66,404,160,54,50,69,45
67,76,170,63,69,50,45
68,76,170,108,69,50,45
69,145,170,63,69,50,45
70,145,170,108,69,50,45
71,214,170,63,69,50,45
72,280,170,0,69,50,45
73,349,170,0,69,50,45
74,418,170,0,69,50,45
75,487,170,0,69,50,45
76,214,174,108,69,50,45
77,0,179,162,69,50,45
78,483,179,99,69,50,45
79,483,179,144,69,50,45
80,0,180,0,69,50,45
81,69,180,0,69,50,45
82,138,180,0,69,50,45
83,207,180,0,69,50,45
container,,,,587, 233, 220
