index,x,y,z,length,width,height
1,0,0,0,92,113,33
2,92,0,0,92,113,33
3,184,0,0,92,113,33
4,276,0,0,92,113,33
5,368,0,0,92,113,33
6,460,0,0,92,113,33
7,0,0,33,113,92,33
8,0,113,0,92,113,33
9,113,0,33,92,113,33
10,92,113,0,92,113,33
11,205,0,33,92,113,33
12,184,113,0,92,113,33
13,297,0,33,92,113,33
14,276,113,0,92,113,33
15,389,0,33,92,113,33
16,368,113,0,92,113,33
17,481,0,33,92,113,33
18,460,113,0,92,113,33
19,0,0,66,113,92,33
20,0,92,33,92,113,33
21,113,0,66,92,113,33
22,92,113,33,92,113,33
23,205,0,66,92,113,33
24,184,113,33,59,119,39
25,243,113,33,119,59,39
26,362,113,33,59,119,39
27,421,113,33,59,119,39
28,480,113,33,59,119,39
29,0,0,99,59,119,39
30,59,0,99,59,119,39
31,118,0,99,59,119,39
32,177,0,99,59,119,39
33,236,0,99,59,119,39
34,295,0,99,59,119,39
35,354,0,72,59,119,39
36,413,0,72,59,119,39
37,472,0,72,59,119,39
38,1,119,66,119,59,39
39,0,0,138,59,119,39
40,59,0,138,59,119,39
41,118,0,138,59,119,39
42,177,0,138,59,119,39
43,236,0,138,59,119,39
44,295,0,138,59,119,39
45,354,0,111,59,119,39
46,413,0,111,59,119,39
47,472,0,111,59,119,39
48,1,119,105,119,59,39
49,0,0,177,59,119,39
50,59,0,177,64,92,33
51,0,119,144,64,92,33
52,0,119,177,64,92,33
53,123,0,177,64,92,33
54,64,119,144,64,92,33
55,64,92,177,64,92,33
56,120,113,66,64,92,33
57,120,119,99,64,92,33
58,187,0,177,64,92,33
59,128,92,177,64,92,33
60,128,119,132,64,92,33
61,184,119,72,64,92,33
62,251,0,177,64,92,33
63,192,92,177,64,92,33
64,192,119,105,64,92,33
65,192,119,138,64,92,33
66,248,119,72,64,92,33
67,315,0,177,64,92,33
68,256,92,177,64,92,33
69,256,119,105,64,92,33
70,256,119,138,64,92,33
71,312,119,72,64,92,33
72,379,0,150,64,92,33
73,354,92,150,52,54,49
74,376,119,72,52,54,49
75,320,146,105,52,54,49
76,320,146,154,52,54,49
77,372,146,121,52,54,49
78,376,173,72,52,54,49
79,1,178,66,52,54,49
80,53,178,66,52,54,49
81,443,0,150,52,54,49
82,406,92,150,52,54,49
83,428,119,72,52,54,49
84,424,146,121,52,54,49
85,428,173,72,52,54,49
86,495,0,150,52,54,49
87,458,54,150,52,54,49
88,480,119,72,52,54,49
89,476,119,121,52,54,49
90,476,173,121,52,54,49
91,458,108,170,45,75,35
92,372,146,170,45,75,35
93,510,54,150,75,45,35
94,531,0,66,45,75,35
95,531,0,101,45,75,35
96,503,108,170,45,75,35
97,539,113,33,45,75,35
98,539,75,68,45,75,35
99,532,75,103,45,75,35
100,532,150,72,45,75,35
101,532,150,107,45,75,35
102,243,172,33,75,45,35
103,379,0,183,45,75,35
104,417,183,170,75,45,35
105,492,183,170,75,45,35
106,64,184,177,75,45,35
107,139,184,171,75,45,35
108,214,184,171,75,45,35
109,297,0,66,37,99,30
110,552,0,0,33,57,29
111,552,57,0,33,57,29
112,548,99,142,33,57,29
113,548,99,171,33,57,29
114,552,114,0,33,57,29
115,552,171,0,33,57,29
116,318,172,33,33,57,29
117,480,173,72,33,57,29
118,510,54,185,57,33,29
119,1,178,115,57,33,29
120,58,178,115,57,33,29
121,320,200,121,57,33,29
122,377,200,121,57,33,29
123,547,0,136,37,52,28
124,547,0,164,37,52,28
125,528,156,142,37,52,28
container,,,,587, 233, 220
