index,x,y,z,length,width,height
1,0,0,0,84,85,72
2,84,0,0,84,85,72
3,168,0,0,84,85,72
4,252,0,0,84,85,72
5,336,0,0,84,85,72
6,420,0,0,84,85,72
7,0,0,72,85,84,72
8,0,85,0,84,85,72
9,85,0,72,84,85,72
10,84,85,0,84,85,72
11,169,0,72,84,85,72
12,168,85,0,84,85,72
13,253,0,72,84,85,72
14,252,85,0,84,85,72
15,337,0,72,84,85,72
16,336,85,0,84,85,72
17,0,84,72,76,103,64
18,76,85,72,76,103,64
19,152,85,72,76,103,64
20,228,85,72,76,103,64
21,304,85,72,76,103,64
22,421,0,72,76,103,64
23,420,85,0,76,103,64
24,497,0,72,76,103,64
25,496,85,0,76,103,64
26,380,103,72,76,103,64
27,456,103,64,76,103,64
28,0,0,144,103,76,64
29,0,84,136,76,103,64
30,103,0,144,76,103,64
31,179,0,144,76,103,64
32,255,0,144,76,103,64
33,76,103,136,70,95,62
34,146,103,136,70,95,62
35,216,103,136,70,95,62
36,331,0,144,70,95,62
37,286,103,136,70,95,62
38,401,0,144,70,95,62
39,356,95,136,70,95,62
40,471,0,136,70,95,62
41,426,95,136,70,95,62
42,496,95,136,70,95,62
43,532,103,64,49,111,26
44,532,103,90,49,111,26
45,0,170,0,111,49,26
46,0,170,26,111,49,26
47,111,170,0,111,49,26
48,111,170,26,111,49,26
49,222,170,0,111,49,26
50,222,170,26,111,49,26
51,504,0,0,51,60,41
52,333,170,0,51,60,41
53,504,0,41,36,48,31
54,540,0,41,36,48,31
55,541,0,136,36,48,31
56,541,0,167,36,48,31
57,333,170,41,36,48,31
58,369,170,41,36,48,31
59,384,170,0,36,48,31
60,504,48,41,48,36,31
61,0,187,52,48,36,31
62,0,187,83,48,36,31
63,0,187,114,48,36,31
64,0,187,145,48,36,31
65,0,187,176,48,36,31
66,48,188,52,48,36,31
67,48,188,83,48,36,31
68,96,188,52,48,36,31
69,96,188,83,48,36,31
70,471,0,198,25,49,21
71,496,0,198,25,49,21
72,521,0,198,25,49,21
73,546,0,198,25,49,21
74,555,0,0,25,49,21
75,471,49,198,25,49,21
76,496,49,198,25,49,21
77,521,49,198,25,49,21
78,546,49,198,25,49,21
79,331,95,198,25,49,21
80,356,95,198,25,49,21
81,381,95,198,25,49,21
82,406,95,198,25,49,21
83,431,95,198,25,49,21
84,456,98,198,25,49,21
85,481,98,198,25,49,21
container,,,,587, 233, 220
