index,x,y,z,length,width,height
1,0,0,0,99,120,73
2,99,0,0,99,120,73
3,198,0,0,99,120,73
4,297,0,0,99,120,73
5,396,0,0,99,120,73
6,0,0,73,120,99,73
7,120,0,73,99,120,73
8,219,0,73,99,120,73
9,318,0,73,99,120,73
10,417,0,73,99,120,73
11,0,120,0,120,99,73
12,495,0,0,81,92,55
13,495,92,0,81,92,55
14,0,99,73,81,92,55
15,120,120,0,81,92,55
16,120,120,55,81,92,55
17,201,120,0,81,92,55
18,201,120,55,81,92,55
19,282,120,0,81,92,55
20,516,0,55,70,111,48
21,516,111,55,70,111,48
22,282,120,55,70,111,48
23,352,120,55,70,111,48
24,363,120,0,70,111,48
25,422,120,48,70,111,48
26,422,120,96,70,111,48
27,0,0,146,70,111,48
28,70,0,146,70,111,48
29,140,0,146,70,111,48
30,0,111,128,72,98,46
31,81,120,110,72,98,46
32,210,0,146,72,98,46
33,153,120,110,72,98,46
34,282,0,146,72,98,46
35,225,120,110,72,98,46
36,354,0,146,72,98,46
37,297,120,103,72,98,46
38,426,0,146,72,98,46
39,369,120,144,72,98,46
40,498,0,146,72,98,46
41,441,120,144,72,98,46
42,72,111,156,76,108,30
43,148,111,156,76,108,30
44,224,98,156,76,108,30
45,210,98,186,76,108,30
46,286,98,186,76,108,30
47,1,111,186,76,108,30
48,77,111,186,76,108,30
49,516,0,103,66,95,31
50,516,95,103,66,95,31
51,513,120,134,66,95,31
52,513,98,165,66,95,31
53,0,0,194,43,110,25
54,43,0,194,43,110,25
55,86,0,194,43,110,25
56,129,0,194,43,110,25
57,362,0,192,43,110,25
58,405,0,192,43,110,25
59,448,0,192,43,110,25
60,300,98,149,43,110,25
61,362,110,190,43,110,25
62,81,99,73,33,81,28
63,405,110,190,33,81,28
64,438,110,190,33,81,28
65,471,110,190,33,81,28
66,153,111,186,33,81,28
67,369,120,103,33,81,28
68,433,120,0,33,81,28
69,466,184,0,81,33,28
70,0,191,73,81,33,28
71,405,191,190,81,33,28
container,,,,587, 233, 220
