index,x,y,z,length,width,height
1,0,0,0,80,100,72
2,80,0,0,80,100,72
3,160,0,0,80,100,72
4,240,0,0,80,100,72
5,320,0,0,80,100,72
6,400,0,0,80,100,72
7,480,0,0,80,100,72
8,0,0,72,100,80,72
9,0,100,0,80,100,72
10,100,0,72,80,100,72
11,80,100,0,80,100,72
12,180,0,72,80,100,72
13,160,100,0,80,100,72
14,260,0,72,80,100,72
15,240,100,0,80,100,72
16,340,0,72,80,100,72
17,0,80,72,58,109,54
18,58,100,72,58,109,54
19,116,100,72,58,109,54
20,174,100,72,58,109,54
21,232,100,72,58,109,54
22,290,100,72,58,109,54
23,320,100,0,58,109,54
24,348,100,54,58,109,54
25,420,0,72,58,109,54
26,378,100,0,58,109,54
27,478,0,72,58,109,54
28,436,100,0,58,109,54
29,406,109,54,58,109,54
30,464,109,54,58,109,54
31,0,0,144,109,58,54
32,0,80,126,58,109,54
33,109,0,144,58,109,54
34,167,0,144,77,87,43
35,58,109,126,77,87,43
36,135,109,126,77,87,43
37,244,0,144,77,87,43
38,212,100,126,77,87,43
39,321,0,144,77,87,43
40,289,100,126,77,87,43
41,398,0,144,77,87,43
42,366,100,126,77,87,43
43,475,0,126,77,87,43
44,443,87,126,77,87,43
45,494,100,0,87,77,43
46,475,0,169,87,77,43
47,475,77,169,77,87,43
48,167,87,169,77,87,43
49,244,87,169,77,87,43
50,321,87,169,77,87,43
51,398,87,169,77,87,43
52,58,109,169,77,87,43
53,0,58,180,54,88,39
54,520,87,126,54,88,39
55,522,109,43,54,88,39
56,522,109,82,54,88,39
57,475,164,169,88,54,39
58,135,174,169,88,54,39
59,223,174,169,88,54,39
60,311,174,169,88,54,39
61,494,177,0,88,54,39
62,167,0,187,94,55,30
63,261,0,187,94,55,30
64,355,0,187,94,55,30
65,536,0,72,40,83,36
66,0,146,180,40,83,36
67,212,187,126,83,40,36
68,295,187,126,83,40,36
69,378,187,108,83,40,36
container,,,,587, 233, 220
