index,x,y,z,length,width,height
1,0,0,0,77,105,72
2,77,0,0,77,105,72
3,154,0,0,77,105,72
4,231,0,0,77,105,72
5,308,0,0,77,105,72
6,385,0,0,77,105,72
7,462,0,0,77,105,72
8,0,0,72,105,77,72
9,0,105,0,77,105,72
10,105,0,72,77,105,72
11,77,105,0,77,105,72
12,182,0,72,77,105,72
13,154,105,0,77,105,72
14,259,0,72,77,105,72
15,231,105,0,77,105,72
16,336,0,72,77,105,72
17,308,105,0,77,105,72
18,413,0,72,77,105,72
19,385,105,0,77,105,72
20,490,0,72,77,105,72
21,462,105,0,77,105,72
22,0,0,144,105,77,72
23,0,77,72,77,105,72
24,105,0,144,77,105,72
25,0,77,144,78,79,48
26,77,105,72,78,79,48
27,182,0,144,78,79,48
28,78,105,120,78,79,48
29,155,105,72,78,79,48
30,156,105,120,78,79,48
31,260,0,144,78,79,48
32,233,105,72,78,79,48
33,234,105,120,78,79,48
34,338,0,144,78,79,48
35,311,105,72,78,79,48
36,312,105,120,78,79,48
37,416,0,144,78,79,48
38,389,105,72,78,79,48
39,390,105,120,78,79,48
40,494,0,144,78,79,48
41,467,105,72,78,79,48
42,468,105,120,78,79,48
43,78,105,168,78,79,48
44,156,105,168,78,79,48
45,234,79,168,78,79,48
46,312,79,168,78,79,48
47,390,79,168,78,79,48
48,468,79,168,78,79,48
49,234,158,168,91,54,45
50,325,158,168,91,54,45
51,416,158,168,91,54,45
container,,,,587, 233, 220
