index,x,y,z,length,width,height
1,0,0,0,99,120,73
2,99,0,0,99,120,73
3,198,0,0,99,120,73
4,297,0,0,99,120,73
5,396,0,0,99,120,73
6,0,120,0,81,92,55
7,81,120,0,81,92,55
8,162,120,0,81,92,55
9,243,120,0,81,92,55
10,324,120,0,81,92,55
11,405,120,0,81,92,55
12,495,0,0,67,97,62
13,486,120,0,67,97,62
14,0,0,73,97,67,62
15,0,120,55,67,97,62
16,97,0,73,67,97,62
17,67,120,55,67,97,62
18,164,0,73,67,97,62
19,134,120,55,70,111,48
20,231,0,73,70,111,48
21,204,120,55,70,111,48
22,301,0,73,70,111,48
23,274,120,55,70,111,48
24,371,0,73,70,111,48
25,344,120,55,70,111,48
26,441,0,73,70,111,48
27,414,120,55,70,111,48
28,511,0,62,70,111,48
29,484,120,62,70,111,48
30,0,0,135,111,70,48
31,0,70,117,81,94,44
32,111,0,135,81,94,44
33,192,0,135,81,94,44
34,81,94,135,81,94,44
35,162,94,135,81,94,44
36,273,0,121,81,94,44
37,243,94,121,81,94,44
38,354,0,121,81,94,44
39,324,94,121,81,94,44
40,435,0,121,72,98,46
41,507,0,121,72,98,46
42,405,98,121,72,98,46
43,477,98,121,72,98,46
44,273,0,165,72,98,46
45,345,0,165,72,98,46
46,417,0,167,72,98,46
47,489,0,167,72,98,46
48,0,0,183,76,108,30
49,76,0,183,76,108,30
50,152,0,179,76,108,30
51,243,98,165,76,108,30
52,319,98,165,76,108,30
53,395,98,167,76,108,30
54,471,98,167,76,108,30
55,0,108,161,76,108,30
56,76,108,179,76,108,30
57,152,108,179,76,108,30
58,134,97,103,76,108,30
59,0,108,191,43,110,25
60,1,188,117,110,43,25
61,111,188,133,110,43,25
62,221,188,103,110,43,25
63,221,188,128,110,43,25
64,228,0,179,33,81,28
65,547,98,167,33,81,28
66,549,98,110,33,81,28
67,549,98,138,33,81,28
68,43,108,191,33,81,28
69,553,97,0,33,81,28
70,553,97,28,33,81,28
71,0,67,73,81,33,28
72,331,196,103,81,33,28
73,554,111,56,27,95,26
74,554,111,82,27,95,26
75,331,196,131,95,27,26
76,426,196,110,95,27,26
77,426,196,136,95,27,26
78,228,206,153,95,27,26
79,228,206,179,95,27,26
80,323,206,157,95,27,26
81,323,206,183,95,27,26
82,418,206,162,95,27,26
83,547,179,167,34,36,25
84,547,179,192,34,36,25
85,549,179,110,34,36,25
86,549,179,135,34,36,25
87,561,0,167,25,33,23
88,561,0,190,25,33,23
89,561,33,167,25,33,23
90,561,33,190,25,33,23
91,228,81,195,25,33,23
92,253,98,195,25,33,23
93,278,98,195,25,33,23
container,,,,587, 233, 220
