index,x,y,z,length,width,height
1,0,0,0,81,92,55
2,81,0,0,81,92,55
3,162,0,0,81,92,55
4,243,0,0,81,92,55
5,324,0,0,81,92,55
6,405,0,0,81,92,55
7,486,0,0,81,92,55
8,0,0,55,92,81,55
9,0,92,0,81,92,55
10,92,0,55,81,92,55
11,81,92,0,81,92,55
12,173,0,55,81,92,55
13,162,92,0,81,92,55
14,254,0,55,81,92,55
15,243,92,0,81,92,55
16,335,0,55,81,92,55
17,324,92,0,81,92,55
18,416,0,55,81,92,55
19,405,92,0,81,92,55
20,497,0,55,81,92,55
21,486,92,0,81,92,55
22,0,0,110,92,81,55
23,0,81,55,81,92,55
24,92,0,110,81,92,55
25,81,92,55,81,92,55
26,173,0,110,81,92,55
27,162,92,55,81,92,55
28,254,0,110,81,92,55
29,243,92,55,81,92,55
30,335,0,110,81,92,55
31,324,92,55,81,92,55
32,416,0,110,81,92,55
33,405,92,55,81,92,55
34,497,0,110,81,92,55
35,486,92,55,81,92,55
36,0,0,165,92,81,55
37,0,81,110,81,92,55
38,92,0,165,81,92,55
39,81,92,110,81,92,55
40,0,81,165,76,108,30
41,76,92,165,76,108,30
42,173,0,165,76,108,30
43,162,92,110,76,108,30
44,249,0,165,76,108,30
45,238,92,110,76,108,30
46,152,108,165,76,108,30
47,228,108,140,76,108,30
48,228,108,170,76,108,30
49,325,0,165,76,108,30
50,314,92,110,76,108,30
51,304,108,140,76,108,30
52,304,108,170,76,108,30
53,401,0,165,76,108,30
54,390,92,110,76,108,30
55,380,108,140,76,108,30
56,380,108,170,76,108,30
57,477,0,165,76,108,30
58,466,92,110,76,108,30
59,456,108,140,76,108,30
60,456,108,170,76,108,30
61,162,92,140,43,110,25
62,542,92,110,43,110,25
63,542,92,135,43,110,25
64,532,108,160,43,110,25
65,532,108,185,43,110,25
66,0,184,0,110,43,25
67,0,184,25,110,43,25
68,0,184,50,110,43,25
69,0,184,75,110,43,25
70,0,184,100,110,43,25
71,0,184,125,110,43,25
72,110,184,0,110,43,25
73,110,184,25,110,43,25
74,110,184,50,110,43,25
75,110,184,75,110,43,25
76,220,184,0,110,43,25
77,220,184,25,110,43,25
78,220,184,50,110,43,25
79,220,184,75,110,43,25
80,330,184,0,110,43,25
81,330,184,25,110,43,25
82,330,184,50,110,43,25
83,330,184,75,110,43,25
84,440,184,0,110,43,25
85,440,184,25,110,43,25
86,440,184,50,110,43,25
87,440,184,75,110,43,25
container,,,,587, 233, 220
