index,x,y,z,length,width,height
1,0,0,0,99,120,73
2,99,0,0,99,120,73
3,198,0,0,99,120,73
4,297,0,0,99,120,73
5,396,0,0,99,120,73
6,0,0,73,120,99,73
7,120,0,73,99,120,73
8,219,0,73,99,120,73
9,318,0,73,99,120,73
10,417,0,73,99,120,73
11,0,120,0,120,99,73
12,0,0,146,99,120,73
13,99,0,146,99,120,73
14,0,99,73,99,120,73
15,198,0,146,99,120,73
16,0,120,146,81,92,55
17,81,120,146,81,92,55
18,120,120,0,81,92,55
19,120,120,55,81,92,55
20,162,120,110,81,92,55
21,201,120,0,81,92,55
22,201,120,55,81,92,55
23,297,0,146,81,92,55
24,243,120,110,81,92,55
25,282,120,0,81,92,55
26,282,120,55,81,92,55
27,378,0,146,81,92,55
28,324,120,110,81,92,55
29,363,120,0,81,92,55
30,363,120,55,81,92,55
31,459,0,146,81,92,55
32,405,120,110,81,92,55
33,444,120,0,81,92,55
34,444,120,55,81,92,55
35,486,120,110,92,81,55
36,495,0,0,81,92,55
37,162,120,165,76,108,30
38,238,120,165,76,108,30
39,314,92,165,76,108,30
40,390,92,165,76,108,30
41,466,92,165,76,108,30
42,516,0,55,43,110,25
43,516,0,80,43,110,25
44,516,0,105,43,110,25
45,542,1,130,43,110,25
46,542,1,155,43,110,25
47,542,1,180,43,110,25
48,542,111,165,43,110,25
49,542,111,190,33,81,28
50,99,120,110,33,81,28
51,525,92,0,33,81,28
52,525,110,28,33,81,28
53,525,110,56,33,81,28
54,314,200,165,81,33,28
55,395,200,165,81,33,28
container,,,,587, 233, 220
