# {"t_start": 1672454481.113306, "env_id": "PctContinuous-v0"} 
r,l,t
4.952889,29,4.608443
3.378297,13,5.499951
3.98667,16,6.673433
4.52603,19,8.059621
5.103508,24,9.810597
4.340877,19,11.212821
3.68799,20,12.66682
3.59083,17,13.957091
4.529529,14,14.982734
4.51119,15,16.072261
5.149597,20,17.523687
4.521019,22,19.139387
4.117963,24,20.891706
5.065595,17,22.174873
4.761998,18,23.51169
5.313366,28,25.595285
5.854092,21,27.11674
5.618192,24,28.886962
3.940431,13,29.840693
4.45823,19,31.238581
5.363687,24,33.04696
4.478824,23,34.699381
3.816406,15,35.78557
5.28462,15,36.90659
4.281114,16,38.076938
5.090272,18,39.389262
4.541865,21,40.96747
5.479992,23,42.655102
4.167084,19,44.069935
4.660216,23,45.716079
5.703964,24,47.492616
5.140427,15,48.603292
4.447845,13,49.553212
4.02027,17,50.82624
5.021252,16,51.98747
4.884897,20,53.429608
5.167673,18,54.803955
5.344941,22,56.395002
5.273755,16,57.536671
4.736419,22,59.218633
5.517281,24,60.955091
3.926761,23,62.647941
6.016779,28,64.689739
5.958664,23,66.413007
5.236207,18,67.715767
4.925784,15,68.802478
5.112383,19,70.218529
4.967457,23,71.895237
3.889274,18,73.252603
4.74935,18,74.563677
4.919886,18,75.831629
5.273097,23,77.543141
5.388819,19,78.914011
5.276484,21,80.512521
5.985138,24,82.282684
5.073432,24,84.063501
4.043508,16,85.230394
5.208587,23,86.87476
5.607674,24,88.684821
5.626875,21,90.226345
4.804641,22,91.916178
3.715693,12,92.780629
4.023594,22,94.388376
5.003503,21,96.022008
5.283306,23,97.678493
5.92387,23,99.4283
4.725926,24,101.206635
5.8206,29,103.361241
6.160332,21,104.880567
5.99988,25,106.750351
5.370709,22,108.371864
5.62682,25,110.249479
5.473428,28,112.281707
5.050893,16,113.498212
5.500163,26,115.429541
5.478831,16,116.601961
5.539215,18,117.998773
5.124283,22,119.590572
6.289687,20,121.119906
5.606215,29,123.264397
5.071294,24,125.102909
4.2841,19,126.466421
4.828016,22,128.097217
5.84845,26,130.064202
6.621591,22,131.693005
5.228601,30,133.932042
6.336349,23,135.623827
5.579328,16,136.850374
5.668609,25,138.709967
5.074121,16,139.952978
5.147415,25,141.802121
6.353702,23,143.528961
4.601143,24,145.30777
5.034462,24,147.094991
5.068986,22,148.706628
4.973045,15,149.838859
6.112929,24,151.655257
4.794658,22,153.278772
5.660581,22,154.966232
4.777296,21,156.49583
6.362291,22,158.102911
4.984222,17,159.446106
6.286351,23,161.155143
4.784944,22,162.824823
5.536467,26,164.719989
5.891576,20,166.225403
6.240273,25,168.166777
6.185393,26,170.210831
5.532115,20,171.91423
5.155767,25,174.062445
5.189259,21,175.8522
4.58575,21,177.430511
5.277712,19,178.854397
4.139574,19,180.269309
6.338716,18,181.653314
6.315458,18,182.945263
6.111721,27,184.951591
5.979723,25,186.808787
5.818753,20,188.259211
5.565798,24,190.088762
5.593626,21,191.639966
4.452295,18,192.988992
6.565374,27,194.973453
5.546552,27,196.9963
3.445574,15,198.078411
5.386674,17,199.35607
6.53824,22,201.015465
5.835116,24,202.810678
3.78848,17,204.08658
3.944852,16,205.252979
6.191427,23,207.014589
5.31772,18,208.399982
6.103844,26,210.527773
5.982354,29,212.967777
3.328131,14,214.085963
5.813736,21,215.746382
5.139178,22,217.323262
4.283789,16,218.517645
4.548371,23,220.26529
6.005294,22,221.892214
4.621644,16,223.073064
4.215603,19,224.535743
5.930903,26,226.434156
4.928349,28,228.537478
5.093962,24,230.300454
3.967727,20,231.811535
6.216647,27,233.812056
5.533981,27,235.841296
6.175289,26,237.725572
5.726313,20,239.255675
1.826872,8,239.840034
5.909525,23,241.531118
4.554574,17,242.806683
5.824359,20,244.292943
5.692149,24,246.125728
2.503915,10,246.84838
5.737222,21,248.427342
5.944956,27,250.438753
5.23056,19,251.873382
5.511195,27,253.908638
6.212493,18,255.24217
6.51822,22,256.866051
5.076884,23,258.675653
6.272004,24,260.431687
5.086227,21,262.041092
4.642718,15,263.166484
3.847261,16,264.367715
4.62844,14,265.420083
3.662856,23,267.098279
5.687336,22,268.763983
6.111617,25,270.598811
5.372227,16,271.818612
5.134492,16,272.998484
6.409553,27,274.950008
5.37674,22,276.686123
4.670201,19,278.091655
4.786539,23,279.838681
5.668086,27,281.867243
6.704323,30,284.161795
6.302608,22,285.78111
5.575095,24,287.598255
5.200026,25,289.398055
5.213634,20,290.909252
6.360567,23,292.563926
5.942384,30,294.839692
5.194129,17,296.115486
4.518835,22,297.705959
5.523023,16,298.899231
4.901003,19,300.312389
5.952795,25,302.194462
6.551422,21,303.747272
4.273235,20,305.214851
4.520747,18,306.612379
5.744995,22,308.232837
6.424608,23,309.967141
4.764922,15,311.047366
7.015516,22,312.684312
6.213847,21,314.310884
5.827178,25,316.126755
6.026452,27,318.12455
5.150236,19,319.541177
6.227983,22,321.191259
6.222651,23,322.907559
5.590967,35,325.543318
5.491412,22,327.142727
5.712489,22,328.838552
5.765358,21,330.376881
6.284754,23,332.113054
5.546229,24,333.899317
5.124947,16,335.096416
5.803538,25,337.019785
4.432529,23,338.73162
5.526261,24,340.533909
4.609675,21,342.062545
5.876924,23,343.806046
5.972007,24,345.588805
4.586817,20,347.093952
4.852114,27,349.099815
5.507284,18,350.41402
6.118434,27,352.41734
4.141119,20,353.917685
5.551116,22,355.520284
5.392619,19,356.937335
5.340927,21,358.503036
7.120223,26,360.416225
5.235738,24,362.252116
5.250289,16,363.421653
5.355165,21,365.040339
5.293502,23,366.754189
5.266614,17,367.987748
5.2882,23,369.69097
6.256184,26,371.588111
5.425882,21,373.174793
6.076018,29,375.290854
5.773074,24,377.112802
3.960304,19,378.509429
6.258919,29,380.700892
4.782972,21,382.26767
6.204792,27,384.285012
6.255386,24,386.064853
6.216479,25,387.963013
5.589235,19,389.353855
5.66741,19,390.781558
5.701132,23,392.511312
5.047218,15,393.603728
4.48169,20,395.107732
5.066309,27,397.104182
5.952916,20,398.614531
6.641393,25,400.454026
4.465363,25,402.331582
4.396427,22,403.938869
5.638118,26,405.865212
5.799058,23,407.622635
4.541509,17,408.860918
5.821921,29,411.024322
5.560902,20,412.513287
4.818806,20,414.061037
4.693999,20,415.531354
6.069308,28,417.656478
4.62522,20,419.157652
5.572287,18,420.509808
4.943167,20,422.037256
5.40922,25,423.897596
5.879112,20,425.43368
2.989884,16,426.657356
4.700348,19,428.045821
5.604989,16,429.281239
6.340107,27,431.258334
5.095045,19,432.713867
5.726682,27,434.692571
5.929328,26,436.61557
5.663871,19,438.045553
4.876543,21,439.583482
5.089217,20,441.113546
5.263995,24,442.883139
6.464593,24,444.688606
6.326612,24,446.449898
5.586742,24,448.256372
5.887645,24,450.002696
5.98835,25,451.96461
5.858087,25,453.816586
4.431207,18,455.213236
5.952249,22,456.850397
5.88508,23,458.604822
4.26791,14,459.637406
3.471307,14,460.677867
5.431043,17,461.898274
6.335515,30,464.105897
3.760432,13,465.064907
6.212257,24,466.863553
5.985268,19,468.257818
5.730488,24,470.098283
5.262701,30,472.344197
5.202579,20,473.874148
4.900256,21,475.429029
4.972146,22,477.112851
4.00334,17,478.390117
5.371992,18,479.735803
5.591384,21,481.327813
6.729592,26,483.235887
6.728381,26,485.174836
6.587022,22,486.811057
5.823354,24,488.603427
5.117031,22,490.254718
5.312162,21,491.81833
6.406358,21,493.439656
6.624841,29,495.619167
5.681144,16,496.844094
5.368669,21,498.411334
6.280827,29,500.587896
5.985918,23,502.301946
5.894825,28,504.435441
5.940943,19,505.8551
6.373281,29,508.048629
6.66207,25,509.882271
5.56376,22,511.517574
5.891035,26,513.469822
5.443166,21,515.081713
6.705074,25,516.954499
6.53923,30,519.255703
5.790114,27,521.298266
4.888737,18,522.695946
5.03707,24,524.483777
5.696234,27,526.533072
6.566861,21,528.116048
4.828171,20,529.583358
6.265441,21,531.166
5.789033,23,532.885644
5.629912,23,534.64002
4.944503,19,536.012779
5.677049,20,537.537909
5.02984,22,539.165005
3.977774,18,540.466828
6.008067,18,541.854732
6.777876,28,543.939514
5.292883,22,545.617965
5.861346,26,547.513829
6.34067,28,549.617562
6.711831,25,551.466875
4.167807,19,552.942321
4.989062,17,554.165385
5.056751,26,556.168474
5.665895,20,557.644861
6.361069,28,559.773352
4.036002,17,561.020483
5.488641,21,562.56558
6.55026,32,564.988693
6.391253,17,566.220989
5.868491,24,568.019156
5.402262,22,569.626693
4.62135,20,571.148144
6.795945,27,573.169199
4.946319,22,574.882247
6.110855,23,576.594041
6.451782,29,578.795997
5.959168,22,580.426597
7.434477,37,583.186744
4.153399,23,584.900349
5.135191,19,586.34133
6.447572,29,588.487768
6.179386,24,590.280874
5.381795,19,591.734819
6.837295,32,594.163298
4.130392,15,595.248829
4.540027,18,596.572719
6.940262,29,598.791679
6.22422,21,600.352462
5.117511,16,601.559134
6.210975,27,603.634287
5.355852,23,605.372598
6.247988,22,607.004038
4.901712,21,608.590809
4.765129,18,609.90236
6.994444,31,612.256308
6.015921,22,613.867109
6.36952,27,615.939322
6.464713,22,617.528901
5.489847,23,619.263775
4.611279,22,620.939204
5.860108,23,622.625144
7.37186,27,624.642557
5.820131,22,626.264785
5.194872,24,628.088928
5.727537,17,629.401145
2.760319,12,630.31556
6.45417,25,632.217487
6.531024,27,634.189825
3.732542,14,635.254812
6.433175,33,637.675436
5.592767,19,639.16787
6.296638,22,640.831645
5.335551,26,642.796503
4.958391,16,643.983821
5.810775,23,645.704575
6.680801,31,648.035385
6.256337,31,650.393569
6.575218,28,652.478846
6.345816,23,654.254563
6.877832,30,656.496637
5.021106,23,658.240495
5.059511,22,659.886938
5.960035,21,661.45207
6.796241,26,663.395909
5.634363,22,665.044473
5.223483,27,667.088775
6.694002,23,668.827556
4.98561,15,669.945094
5.822674,20,671.427007
6.15771,32,673.894624
4.832957,16,675.073676
5.603925,21,676.670815
7.114975,25,678.50145
4.450557,14,679.584834
6.057794,28,681.708403
6.058593,25,683.651556
5.864926,24,685.413626
5.727938,22,687.071108
6.201645,30,689.32578
5.57219,24,691.127477
6.102095,20,692.617269
5.334508,22,694.251989
5.565352,29,696.462379
5.845434,21,698.051067
5.917042,23,699.811339
5.822673,22,701.43483
6.058593,19,702.907453
3.901986,13,703.847597
6.516928,28,705.967952
6.500884,26,707.945892
6.591999,22,709.603245
6.521024,29,711.80698
5.694864,23,713.552193
4.957825,18,714.950391
5.346402,23,716.626744
6.816441,25,718.519807
5.70826,22,720.163886
5.796791,24,721.98179
6.62008,24,723.742673
7.070792,27,725.802791
4.42692,20,727.298918
6.477522,26,729.263885
5.749158,22,730.927232
7.184831,30,733.193922
6.224313,26,735.125176
6.033075,29,737.35523
5.386762,28,739.50981
5.411222,19,740.970361
5.782605,21,742.506632
5.533498,20,744.030704
5.416459,22,745.693929
4.285312,19,747.103009
4.772521,19,748.570712
6.073261,31,750.875963
6.475163,26,752.851905
6.408853,27,754.878942
6.531007,30,757.186087
6.721904,29,759.384905
6.272497,32,761.7736
6.230464,24,763.592549
6.202132,22,765.220492
6.019667,30,767.523566
6.429813,27,769.531306
5.586768,26,771.543854
6.042955,21,773.105979
4.081281,22,774.753163
6.849877,31,777.089176
5.669636,22,778.793445
6.293294,23,780.475346
5.619545,23,782.248834
4.583222,15,783.362029
6.29879,24,785.171908
5.650972,27,787.23359
6.334041,19,788.627984
6.820017,26,790.581765
5.681261,21,792.119056
5.718233,23,793.895757
6.444966,26,795.830875
6.68397,26,797.847226
6.288707,21,799.426616
4.718264,14,800.457031
5.855981,31,802.8205
6.639291,25,804.72884
6.564142,26,806.638612
4.118128,14,807.699766
5.982038,22,809.364033
4.737875,22,810.986497
6.557893,26,813.032408
5.479591,22,814.676853
5.726427,27,816.705366
5.869333,24,818.467682
6.35587,29,820.676128
6.84302,33,823.213716
5.011735,19,824.620775
5.199595,19,826.060077
7.27652,30,828.334128
6.429546,22,830.022058
5.790825,21,831.617512
5.061883,25,833.51152
6.511967,31,835.899903
5.897523,28,838.028413
6.56232,30,840.337512
6.702236,28,842.514026
6.193827,23,844.258068
5.887089,23,845.934441
6.397304,22,847.631279
6.222235,27,849.605413
6.715126,21,851.205485
6.71253,29,853.380795
5.754744,18,854.766256
4.377954,20,856.222352
6.153018,27,858.312397
7.295111,33,860.782834
5.768323,20,862.308135
5.802377,19,863.731914
6.38932,33,866.224186
4.249261,20,867.768727
4.426447,15,868.942882
5.465509,21,870.498052
5.994852,22,872.151679
6.827962,25,874.024004
6.1903,26,875.980086
5.708786,22,877.669297
5.535137,23,879.4128
5.797414,23,881.203784
5.168621,23,882.920363
5.804224,27,884.980665
6.851587,25,886.87793
5.885107,26,888.849885
6.671617,28,890.896156
6.260028,22,892.616551
6.869023,28,894.673637
6.287557,26,896.699701
5.448099,23,898.404192
6.370821,23,900.205969
5.694722,21,901.769507
