,item,x,y,z,width,depth,height,layer
0,25,0,0,0,109,73,23,0
1,53,109,0,0,109,73,23,0
2,59,0,73,0,109,73,23,0
3,70,109,73,0,109,73,23,0
4,71,0,146,0,109,73,23,0
5,100,109,146,0,109,73,23,0
6,105,0,219,0,109,73,23,0
7,108,109,219,0,109,73,23,0
8,113,0,292,0,109,73,23,0
9,121,109,292,0,109,73,23,0
10,31,0,365,0,73,109,23,0
11,40,73,365,0,73,109,23,0
12,88,0,474,0,73,109,23,0
13,112,73,474,0,73,109,23,0
14,135,146,365,0,73,109,23,0
15,21,0,0,23,95,60,55,1
16,29,95,0,23,95,60,55,1
17,34,0,60,23,95,60,55,1
18,35,95,60,23,95,60,55,1
19,37,0,120,23,95,60,55,1
20,42,95,120,23,95,60,55,1
21,45,0,180,23,95,60,55,1
22,49,95,180,23,95,60,55,1
23,62,0,240,23,95,60,55,1
24,83,95,240,23,95,60,55,1
25,97,0,300,23,95,60,55,1
26,102,95,300,23,95,60,55,1
27,103,0,360,23,95,60,55,1
28,106,95,360,23,95,60,55,1
29,118,0,420,23,95,60,55,1
30,122,95,420,23,95,60,55,1
31,4,0,480,23,60,95,55,1
32,30,60,480,23,60,95,55,1
33,14,0,0,78,80,66,52,2
34,75,80,0,78,80,66,52,2
35,126,160,0,78,64,58,52,2
36,93,0,66,78,80,66,52,2
37,94,80,66,78,80,66,52,2
38,104,0,132,78,80,66,52,2
39,114,80,132,78,80,66,52,2
40,9,0,198,78,66,80,52,2
41,66,66,198,78,66,80,52,2
42,117,132,198,78,80,66,52,2
43,72,0,278,78,66,80,52,2
44,74,66,278,78,66,80,52,2
45,79,0,358,78,66,80,52,2
46,107,66,358,78,66,80,52,2
47,111,0,438,78,66,80,52,2
48,115,66,438,78,66,80,52,2
49,7,0,518,78,58,64,52,2
50,24,58,518,78,58,64,52,2
51,87,116,518,78,58,64,52,2
52,128,174,518,78,58,64,52,2
53,1,0,0,130,76,57,36,3
54,16,76,0,130,76,57,36,3
55,134,152,0,130,76,57,36,3
56,17,0,57,130,76,57,36,3
57,20,76,57,130,76,57,36,3
58,22,0,114,130,76,57,36,3
59,52,76,114,130,76,57,36,3
60,60,0,171,130,76,57,36,3
61,73,76,171,130,76,57,36,3
62,92,0,228,130,76,57,36,3
63,101,76,228,130,76,57,36,3
64,110,0,285,130,76,57,36,3
65,133,76,285,130,76,57,36,3
66,19,0,342,130,57,76,36,3
67,23,57,342,130,57,76,36,3
68,67,114,342,130,57,76,36,3
69,68,171,342,130,57,76,36,3
70,123,0,418,130,57,76,36,3
71,131,57,418,130,57,76,36,3
72,120,0,0,166,118,79,51,4
73,63,0,79,166,118,79,51,4
74,65,0,158,166,118,79,51,4
75,127,0,237,166,118,79,51,4
76,28,0,316,166,118,79,51,4
77,129,0,395,166,79,118,51,4
78,109,0,513,166,64,55,43,4
79,132,64,513,166,84,70,35,4
80,54,79,395,166,70,84,35,4
81,125,148,479,166,42,42,32,4
82,80,118,0,166,86,32,31,4
83,136,118,32,166,109,73,23,4
