,item,x,y,z,width,depth,height,layer
0,17,0,0,0,102,78,39,0
1,24,102,0,0,102,78,39,0
2,60,0,78,0,102,78,39,0
3,103,102,78,0,102,78,39,0
4,107,0,156,0,102,78,39,0
5,123,102,156,0,102,78,39,0
6,26,0,234,0,85,67,39,0
7,44,85,234,0,85,67,39,0
8,56,0,301,0,85,67,39,0
9,57,85,301,0,85,67,39,0
10,71,0,368,0,85,67,39,0
11,82,85,368,0,85,67,39,0
12,83,0,435,0,85,67,39,0
13,86,85,435,0,85,67,39,0
14,120,0,502,0,67,85,39,0
15,42,67,502,0,67,85,39,0
16,90,134,502,0,67,85,39,0
17,39,0,0,39,63,97,56,1
18,43,63,0,39,63,97,56,1
19,0,0,97,39,97,63,56,1
20,22,97,97,39,97,63,56,1
21,81,126,0,39,106,61,56,1
22,29,0,160,39,97,63,56,1
23,45,97,160,39,97,63,56,1
24,70,0,223,39,97,63,56,1
25,75,97,223,39,97,63,56,1
26,88,0,286,39,97,63,56,1
27,113,97,286,39,97,63,56,1
28,114,0,349,39,97,63,56,1
29,118,97,349,39,97,63,56,1
30,30,0,412,39,106,61,56,1
31,50,106,412,39,106,61,56,1
32,64,0,473,39,106,61,56,1
33,76,106,473,39,106,61,56,1
34,8,0,0,95,56,100,35,2
35,97,56,0,95,56,100,35,2
36,1,0,100,95,54,80,35,2
37,96,54,100,95,54,80,35,2
38,131,0,180,95,100,56,35,2
39,63,0,236,95,100,56,35,2
40,74,100,236,95,100,56,35,2
41,134,100,180,95,80,54,35,2
42,110,0,292,95,100,56,35,2
43,126,100,292,95,100,56,35,2
44,9,0,348,95,80,54,35,2
45,11,80,348,95,80,54,35,2
46,12,0,402,95,80,54,35,2
47,23,80,402,95,80,54,35,2
48,31,0,456,95,80,54,35,2
49,52,80,456,95,80,54,35,2
50,55,0,510,95,80,54,35,2
51,77,80,510,95,80,54,35,2
52,19,0,0,130,50,91,40,3
53,48,50,0,130,50,91,40,3
54,68,100,0,130,50,91,40,3
55,109,150,0,130,50,91,40,3
56,122,0,91,130,50,91,40,3
57,125,50,91,130,50,91,40,3
58,27,0,182,130,91,50,40,3
59,58,91,182,130,91,50,40,3
60,62,0,232,130,91,50,40,3
61,91,91,232,130,91,50,40,3
62,92,0,282,130,91,50,40,3
63,102,91,282,130,91,50,40,3
64,115,0,332,130,91,50,40,3
65,124,91,332,130,91,50,40,3
66,132,0,382,130,91,50,40,3
67,137,91,382,130,91,50,40,3
68,3,0,0,170,113,46,36,4
69,6,113,0,170,113,46,36,4
70,7,0,46,170,113,46,36,4
71,13,113,46,170,113,46,36,4
72,14,0,92,170,113,46,36,4
73,28,113,92,170,113,46,36,4
74,32,0,138,170,113,46,36,4
75,49,113,138,170,113,46,36,4
76,117,0,184,170,113,46,36,4
77,121,113,184,170,113,46,36,4
78,34,0,230,170,46,113,36,4
79,38,46,230,170,46,113,36,4
80,59,92,230,170,46,113,36,4
81,93,138,230,170,46,113,36,4
