,item,x,y,z,width,depth,height,layer
0,5,0,0,0,108,76,30,0
1,10,108,0,0,108,76,30,0
2,13,0,76,0,108,76,30,0
3,14,108,76,0,108,76,30,0
4,19,0,152,0,108,76,30,0
5,34,108,152,0,108,76,30,0
6,37,0,228,0,108,76,30,0
7,55,108,228,0,108,76,30,0
8,67,0,304,0,108,76,30,0
9,76,108,304,0,108,76,30,0
10,90,0,380,0,108,76,30,0
11,102,108,380,0,108,76,30,0
12,112,0,456,0,76,108,30,0
13,1,76,456,0,76,108,30,0
14,11,152,456,0,76,108,30,0
15,2,0,0,30,110,43,25,1
16,47,110,0,30,110,43,25,1
17,95,0,43,30,110,43,25,1
18,107,110,43,30,110,43,25,1
19,108,0,86,30,110,43,25,1
20,109,110,86,30,110,43,25,1
21,3,0,129,30,43,110,25,1
22,7,43,129,30,43,110,25,1
23,9,86,129,30,43,110,25,1
24,22,129,129,30,43,110,25,1
25,111,172,129,30,43,110,25,1
26,23,0,239,30,43,110,25,1
27,30,43,239,30,43,110,25,1
28,31,86,239,30,43,110,25,1
29,40,129,239,30,43,110,25,1
30,52,0,349,30,43,110,25,1
31,54,43,349,30,43,110,25,1
32,66,0,459,30,43,110,25,1
33,68,43,459,30,43,110,25,1
34,73,86,349,30,43,110,25,1
35,75,129,349,30,43,110,25,1
36,82,86,459,30,43,110,25,1
37,93,129,459,30,43,110,25,1
38,0,0,0,55,92,81,55,2
39,45,92,0,55,92,81,55,2
40,48,0,81,55,92,81,55,2
41,49,92,81,55,92,81,55,2
42,51,0,162,55,92,81,55,2
43,57,92,162,55,92,81,55,2
44,61,0,243,55,92,81,55,2
45,72,92,243,55,92,81,55,2
46,74,0,324,55,92,81,55,2
47,80,92,324,55,92,81,55,2
48,88,0,405,55,92,81,55,2
49,96,92,405,55,92,81,55,2
50,100,0,486,55,92,81,55,2
51,103,92,486,55,92,81,55,2
52,4,0,0,110,81,92,55,3
53,6,81,0,110,81,92,55,3
54,8,0,92,110,81,92,55,3
55,12,81,92,110,81,92,55,3
56,16,0,184,110,81,92,55,3
57,17,81,184,110,81,92,55,3
58,21,0,276,110,81,92,55,3
59,24,81,276,110,81,92,55,3
60,25,0,368,110,81,92,55,3
61,27,81,368,110,81,92,55,3
62,28,0,460,110,81,92,55,3
63,29,81,460,110,81,92,55,3
64,33,0,0,165,81,92,55,4
65,35,81,0,165,81,92,55,4
66,42,0,92,165,81,92,55,4
67,46,81,92,165,81,92,55,4
68,50,0,184,165,81,92,55,4
69,53,81,184,165,81,92,55,4
70,56,0,276,165,81,92,55,4
71,63,81,276,165,81,92,55,4
72,64,0,368,165,81,92,55,4
73,65,81,368,165,81,92,55,4
74,69,0,460,165,81,92,55,4
75,70,81,460,165,81,92,55,4
