,item,x,y,z,width,depth,height,layer
0,5,0,0,0,116,49,47,0
1,16,116,0,0,116,49,47,0
2,30,0,49,0,116,49,47,0
3,47,116,49,0,116,49,47,0
4,70,0,98,0,116,49,47,0
5,85,116,98,0,116,49,47,0
6,95,0,147,0,116,49,47,0
7,104,116,147,0,116,49,47,0
8,108,0,196,0,116,49,47,0
9,113,116,196,0,116,49,47,0
10,115,0,245,0,116,49,47,0
11,140,116,245,0,116,49,47,0
12,144,0,294,0,116,49,47,0
13,148,116,294,0,116,49,47,0
14,24,0,343,0,49,116,47,0
15,26,49,343,0,49,116,47,0
16,29,0,459,0,49,116,47,0
17,48,49,459,0,49,116,47,0
18,69,98,343,0,49,116,47,0
19,129,147,343,0,49,116,47,0
20,131,98,459,0,49,116,47,0
21,137,147,459,0,49,116,47,0
22,59,0,0,47,113,92,33,1
23,105,113,0,47,113,92,33,1
24,111,0,92,47,113,92,33,1
25,127,113,92,47,113,92,33,1
26,141,0,184,47,113,92,33,1
27,167,113,184,47,113,92,33,1
28,3,0,276,47,92,64,33,1
29,13,92,276,47,92,64,33,1
30,14,0,340,47,92,64,33,1
31,57,92,340,47,92,64,33,1
32,94,0,404,47,92,64,33,1
33,110,92,404,47,92,64,33,1
34,106,0,468,47,92,113,33,1
35,18,92,468,47,64,92,33,1
36,42,156,468,47,64,92,33,1
37,4,0,0,80,45,75,35,2
38,11,45,0,80,45,75,35,2
39,17,90,0,80,45,75,35,2
40,39,135,0,80,45,75,35,2
41,61,0,75,80,45,75,35,2
42,64,45,75,80,45,75,35,2
43,72,90,75,80,45,75,35,2
44,76,135,75,80,45,75,35,2
45,83,0,150,80,45,75,35,2
46,87,45,150,80,45,75,35,2
47,88,90,150,80,45,75,35,2
48,102,135,150,80,45,75,35,2
49,114,0,225,80,45,75,35,2
50,123,45,225,80,45,75,35,2
51,126,90,225,80,45,75,35,2
52,136,135,225,80,45,75,35,2
53,7,0,300,80,75,45,35,2
54,15,75,300,80,75,45,35,2
55,159,150,300,80,75,45,35,2
56,33,0,345,80,75,45,35,2
57,37,75,345,80,75,45,35,2
58,41,0,390,80,75,45,35,2
59,50,75,390,80,75,45,35,2
60,53,0,435,80,75,45,35,2
61,66,75,435,80,75,45,35,2
62,68,0,480,80,75,45,35,2
63,75,75,480,80,75,45,35,2
64,81,0,525,80,75,45,35,2
65,124,75,525,80,75,45,35,2
66,0,0,0,115,37,99,30,3
67,1,37,0,115,37,99,30,3
68,12,74,0,115,37,99,30,3
69,22,111,0,115,37,99,30,3
70,23,148,0,115,37,99,30,3
71,40,185,0,115,37,99,30,3
72,46,0,99,115,37,99,30,3
73,54,37,99,115,37,99,30,3
74,62,74,99,115,37,99,30,3
75,65,111,99,115,37,99,30,3
76,71,148,99,115,37,99,30,3
77,90,185,99,115,37,99,30,3
78,145,0,198,115,37,99,30,3
79,158,37,198,115,37,99,30,3
80,160,74,198,115,37,99,30,3
81,169,111,198,115,37,99,30,3
82,38,0,297,115,99,37,30,3
83,51,99,297,115,99,37,30,3
84,58,0,334,115,99,37,30,3
85,84,99,334,115,99,37,30,3
86,91,0,371,115,99,37,30,3
87,134,99,371,115,99,37,30,3
88,142,0,408,115,99,37,30,3
89,121,0,0,145,92,64,33,4
90,135,92,0,145,92,64,33,4
91,149,0,64,145,92,64,33,4
92,157,92,64,145,92,64,33,4
93,45,0,128,145,92,113,33,4
94,55,92,128,145,92,113,33,4
95,79,0,241,145,64,92,33,4
96,93,64,241,145,64,92,33,4
97,165,128,241,145,64,92,33,4
98,98,0,333,145,64,92,33,4
99,155,64,333,145,64,92,33,4
100,67,0,0,178,119,59,39,5
101,120,0,59,178,119,59,39,5
102,8,0,118,178,119,59,39,5
103,119,119,0,178,59,119,39,5
104,154,0,177,178,119,59,39,5
105,32,0,236,178,119,59,39,5
106,107,0,295,178,119,59,39,5
107,19,0,354,178,119,59,39,5
108,152,0,413,178,119,59,39,5
109,122,0,472,178,119,59,39,5
110,138,0,531,178,57,33,29,5
111,150,57,531,178,52,37,28,5
