,item,x,y,z,width,depth,height,layer
0,10,0,0,0,113,46,36,0
1,11,113,0,0,113,46,36,0
2,17,0,46,0,113,46,36,0
3,18,113,46,0,113,46,36,0
4,28,0,92,0,113,46,36,0
5,32,113,92,0,113,46,36,0
6,42,0,138,0,113,46,36,0
7,47,113,138,0,113,46,36,0
8,53,0,184,0,113,46,36,0
9,87,113,184,0,113,46,36,0
10,108,0,230,0,113,46,36,0
11,109,113,230,0,113,46,36,0
12,111,0,276,0,113,46,36,0
13,113,113,276,0,113,46,36,0
14,114,0,322,0,113,46,36,0
15,116,113,322,0,113,46,36,0
16,121,0,368,0,113,46,36,0
17,129,113,368,0,113,46,36,0
18,136,0,414,0,113,46,36,0
19,138,113,414,0,113,46,36,0
20,80,0,460,0,46,113,36,0
21,124,46,460,0,46,113,36,0
22,132,92,460,0,46,113,36,0
23,0,0,0,36,106,61,56,1
24,4,106,0,36,106,61,56,1
25,14,0,61,36,106,61,56,1
26,31,106,61,36,106,61,56,1
27,33,0,122,36,106,61,56,1
28,35,106,122,36,106,61,56,1
29,36,0,183,36,106,61,56,1
30,40,106,183,36,106,61,56,1
31,43,0,244,36,106,61,56,1
32,51,106,244,36,106,61,56,1
33,57,0,305,36,106,61,56,1
34,72,106,305,36,106,61,56,1
35,92,0,366,36,106,61,56,1
36,93,106,366,36,106,61,56,1
37,94,0,427,36,106,61,56,1
38,98,106,427,36,106,61,56,1
39,100,0,488,36,106,61,56,1
40,107,106,488,36,106,61,56,1
41,21,0,0,92,102,78,39,2
42,24,102,0,92,102,78,39,2
43,25,0,78,92,102,78,39,2
44,26,102,78,92,102,78,39,2
45,27,0,156,92,102,78,39,2
46,30,102,156,92,102,78,39,2
47,44,0,234,92,102,78,39,2
48,46,102,234,92,102,78,39,2
49,48,0,312,92,102,78,39,2
50,61,102,312,92,102,78,39,2
51,66,0,390,92,102,78,39,2
52,70,102,390,92,102,78,39,2
53,88,0,468,92,102,78,39,2
54,91,102,468,92,102,78,39,2
55,2,0,0,131,100,56,35,3
56,7,100,0,131,100,56,35,3
57,8,0,56,131,100,56,35,3
58,9,100,56,131,100,56,35,3
59,22,0,112,131,100,56,35,3
60,49,100,112,131,100,56,35,3
61,50,0,168,131,100,56,35,3
62,55,100,168,131,100,56,35,3
63,58,0,224,131,100,56,35,3
64,63,100,224,131,100,56,35,3
65,75,0,280,131,100,56,35,3
66,76,100,280,131,100,56,35,3
67,81,0,336,131,100,56,35,3
68,84,100,336,131,100,56,35,3
69,85,0,392,131,100,56,35,3
70,96,100,392,131,100,56,35,3
71,99,0,448,131,100,56,35,3
72,101,100,448,131,100,56,35,3
73,115,0,504,131,100,56,35,3
74,15,0,0,166,91,50,40,4
75,16,91,0,166,91,50,40,4
76,117,182,0,166,50,91,40,4
77,19,0,50,166,91,50,40,4
78,20,91,50,166,91,50,40,4
79,29,0,100,166,91,50,40,4
80,37,91,100,166,91,50,40,4
81,39,0,150,166,91,50,40,4
82,62,91,150,166,91,50,40,4
83,65,0,200,166,91,50,40,4
84,67,91,200,166,91,50,40,4
85,71,0,250,166,91,50,40,4
86,74,91,250,166,91,50,40,4
87,83,0,300,166,91,50,40,4
88,102,91,300,166,91,50,40,4
89,103,0,350,166,91,50,40,4
90,119,91,350,166,91,50,40,4
91,128,0,400,166,91,50,40,4
92,133,91,400,166,91,50,40,4
93,135,0,450,166,91,50,40,4
94,141,91,450,166,91,50,40,4
